Designação;Evento;Data Recebimento;Data Execução;Banda;Número OS;Ocorrência;Observação
DFL3000022;pend. implantação;29/02/2016;10/03/2016;0;;;"10/03/2016 - Projeto lógico ok
01/03/2016 - Em elaboração do projeto lógico
04/02/2016 - Em elaboração do projeto lógico"
DFL3000022;em ativação;04/04/2016;12/04/2016;0;020/2016/DC/4600;13180;"12/04/2016 - Em configuração da ponta de teste.
04/04/16 - Solicitado novamente a configuração do circuito"
DFL3000022;pend. implantação;04/12/2015;20/01/2016;0;020/2016/DC/4600;13180;"11/01 - Enviados OS e VTA para Engenharia
07/12 - Enviados OSO e VTA para Engenharia"
DFL3000022;pend. comercial;12/04/2016;21/06/2016;0;;;"21/06/2016 - Recebida OS de Cancelamento de Ativação de Circuito

12/04/2016 - Aguardando Comercial definir estratégia de testes do ccto."
DFL3000022;cancelado;21/06/2016;21/06/2016;0;0548/2016/DC/4600;20014;"11/08/2016 - FInalizada o Cancelamento de Ativação e informado a Comercial
21/06/2016 - Recebida OS de Cancelamento de Ativação de Circuito"
DFL3000022;em ativação;10/03/2016;23/03/2016;0;;;"23/03/16 - Solicitado à DT_Dados que verifique o conflito de VLan informadas pelo CIGR
11/03/2016 - Solicitado configuração e topologia do cliente
10/03/2016 - Handover realizado"
DFL3000022;pend. comercial;20/01/2016;29/02/2016;0;;;"29/01 - Recebido pré-projeto
25/01 - Aguardando pré-projeto da eng.comercial 
20/01 - Aguardando pré-projeto da eng.comercial"
SCBL000003;pend. implantação;25/04/2016;00/00/0000;0;0320/2016/DC/4600;17072;"24/05/2016 - Devolvido OS e VTA para o comercial. ELS informa que não houve viabilidade para o circuito do cliente, será necessário construção de caixa R2 pela ELS.
11/05/2016 - Enviado para ELS em 28/04 PROA, OS e VTA para agendamento de fusões e jumpers.
03/05/2016 - Enviado para ELS em 28/04 PROA, OS e VTA para agendamento de fusões e jumpers.
26/04/2016 - Em análise de projeto cliente (PROA)
25/04/2016 - Encaminhada OS e VTA para Engenharia."
SCBL000003;em ativação;30/06/2016;06/07/2016;0;0320/2016/DC/4600;17072;"06/07/2016 - Cliente ativado.
30/06/2016 - Em ativação."
SCBL000003;ativado;06/07/2016;06/07/2016;1000;0320/2016/DC/4600;17072;06/07/2016 - Cliente ativado.
SCBL000003;pend. comercial;24/05/2016;30/06/2016;0;0320/2016/DC/4600;17072;"30/06/2016 - Handover para operação.
21/06/2016 - Em agendamento de jumper com a ELS. Cliente está providenciando o material necessário.
07/06/2016 - Devolvido OS e VTA para o comercial. ELS informa que não houve viabilidade para o circuito do cliente, será necessário construção de caixa R2 pela ELS.
31/05/2016 - Devolvido OS e VTA para o comercial. ELS informa que não houve viabilidade para o circuito do cliente, será necessário construção de caixa R2 pela ELS.
24/05/2016 - Devolvido OS e VTA para o comercial. ELS informa que não houve viabilidade para o circuito do cliente, será necessário construção de caixa R2 pela ELS."
PAAC000002;pend. implantação;02/08/2013;02/08/2013;0;;;
PAAC000002;em ativação;02/08/2013;07/08/2013;0;;;
PAAC000002;upgrade;14/08/2013;13/02/2015;530;01542/2015/DC/4600;6467;
PAAC000002;ativado;07/08/2013;14/08/2013;130;0530/2013/4400/3500;;
RSL2000002;pend. cliente;27/01/2016;00/00/0000;0;;;"01/08/2016 - Aguardando cliente PROCERGS autorizar execução do jumper.
21/06/2016 - Aguardando cliente PROCERGS autorizar execução do jumper.
31/05/2016 - Aguardando cliente PROCERGS autorizar execução do jumper.
25/05/2016 - Aguardando cliente PROCERGS autorizar execução do jumper.
11/05/2016 - Aguardando cliente PROCERGS autorizar execução do jumper.
02/05/2016 - Aguardando cliente PROCERGS autorizar execução do jumper.
26/04/2016 - Aguardando cliente PROCERGS autorizar execução do jumper.
19/04/2016 - Aguardando cliente PROCERGS autorizar execução do jumper.
11/04/2016 - Aguardando cliente PROCERGS autorizar execução do jumper.
28/01 - Nosso técnico esteve nas estações: PRODEPA e PROCERGS, porém o ciente não concluiu instalação dos seus equipamentos, estamos aguardando o cliente, previsto para 23/02.
27/01 - Agendado cliente realizar jumper para o dia 29/01."
RSL2000002;pend. comercial;27/08/2015;15/10/2015;0;;;"15/10 - Recebido OS e VT com as correções solicitadas
Aguardando revisão de VTA e OS"
RSL2000002;pend. implantação;15/10/2015;27/01/2016;0;1842/2015/DC/4600;10788;28/10 - Encaminhado OS e VT para Eng_Acesso dar andamento na ativação
RSL2000002;pend. implantação;26/08/2015;27/08/2015;0;01834/2015/DC/4600;10788;"27/08 - Devolvida OS/VTA para revisão 
26/08 - Enviado OS e VT para engenharia de Acesso [Beth]

OBS comercial: A OS se destina a interligar as entidades PRODEPA/PA a PROCERGS/RS, perante um acordo firmado junto a ABEP - ASSOCIAÇÃO BRASILEIRA DE ENTIDADES ESTADUAIS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO, pela presidência da TELEBRAS, relativo a uma oportunidade negócio que se destina a interligar estas e outras Empresa de Processamento de Dados Estaduais. Inicialmente não haverá a emissão de faturas, até que seja formularizado os respectivos contratos. 
A princípio circuito não será faturado, sem custo de acesso pois estão dentro da Estação da Telebras[Beth]"
SCP2000001;pend. cliente;29/02/2016;04/03/2016;0;;13082;"04/03/2016 - Cliente ativado.
29/02/2016 - Aguardando alinhamento entre TLB/PTT/Cliente para realizar o jumper desde 29/02/2016"
SCP2000001;ativado;04/03/2016;04/03/2016;1000;02026/2015/DC/4600;13082;04/03/2016 - Cliente ativado.
SCP2000001;pend. implantação;03/12/2015;04/12/2015;0;02026/2015/DC/4600;13082;"04/12 - Aguardando PROA cliente
03/12 - Encaminhada OS e VTA para Engenharia."
SCP2000001;pend. cliente;04/12/2015;05/01/2016;0;;;"14/12 - Aguardando PROA cliente
04/12 - Aguardando PROA cliente"
SCP2000001;pend. cliente;20/01/2016;18/02/2016;0;;;"16/02/2016 - Aguardando cliente se conectar ao PIX Telebras na Alog.
26/01 - Aguardando cliente se conectar ao PIX Telebras na Alog
20/01 - Agendado para 22/01 jumper na Alog."
SCP2000001;em ativação;18/02/2016;18/02/2016;0;;;"18/02/2016 - Pendencia engenharia. Retificação do projeto.
18/02/2016 - Em configuração.
18/02/2016 - Realizado handover para operação."
SCP2000001;pend. implantação;18/02/2016;18/02/2016;0;;;18/02/2016 - Solicitado a alteração no projeto. Foi identificado que o SWAC-BRE02-01 não possui a interface 2/10. Aguardar a engenharia informar qual porta será usada para executar a configuração e caso seja necessário utilizar outra porta alterar no projeto.
SCP2000001;pend. implantação;05/01/2016;20/01/2016;0;;;05/01 - Recebido PROA e OTDR
SCP2000001;mudança de configuração;01/06/2016;23/06/2016;1000;0459/2016/DC/4600;19369;"09/06/2016 - Programado para realizar retificações das designações nas ferramentas de monitoração e nas configurações do circuito
01/06/2016 - Recebido a correção de designação 
De: SCL2000001
Para: SCP2000001"
SCP2000001;em ativação;18/02/2016;29/02/2016;0;;13082;"29/02/2016 - Aguardando alinhamento entre TLB/PTT/Cliente para realizar o jumper.
25/02/2016 - Agendada a ativação para 9:30 hs
24/02/2016 - Configuração concluída.
18/02/2016 - Projeto ajustado e início da configuração."
MGBL000016;pend. implantação;07/10/2013;07/10/2013;0;;;
MGBL000016;bloqueado;13/02/2015;13/03/2015;0;OS - 01547/2015/DC/4600;6481;13/02 - Bloqueio solicitado para o período de 14/01/2015 a 13/05/2015 (120 dias)
MGBL000016;ativado;07/10/2013;25/10/2013;50;OS - 0718/2013/DC/4600;;
MGBL000016;desativado;27/04/2015;27/04/2015;0;OS - 01652/2015/DC/4600;7982;23/10/2015 - Concluído o processo de desativação do circuito.
MABL000014;upgrade;03/07/2015;03/07/2015;500;01764/2015/DC/4600;9581;
MABL000014;upgrade;03/10/2014;03/10/2014;300;01341/2014/DC/4600;;Executado alteração de banda para 300Mbps
MABL000014;pend. cliente;13/08/2013;06/11/2013;0;;;
MABL000014;upgrade;27/01/2014;10/03/2014;200;0901/2013/DC/4600;;
MABL000014;pend. implantação;13/08/2013;13/08/2013;0;;;
MABL000014;em ativação;06/11/2013;17/12/2013;0;;;
MABL000014;pend. cliente;17/12/2013;18/12/2013;0;;;
MABL000014;ativado;27/01/2014;27/01/2014;90;0299/2013/DC/4600;;
MABL000014;upgrade;18/12/2013;27/01/2014;150;0857/2013/DC/4600;;
DFAC000012;em ativação;21/03/2013;02/05/2013;0;;;
DFAC000012;ativado;02/05/2013;15/05/2013;100;222/2013/4400/4600;;
DFAC000012;pend. implantação;21/03/2013;21/03/2013;0;;;
DFAC000013;em ativação;21/03/2013;02/05/2013;0;;;
DFAC000013;ativado;02/05/2013;15/05/2013;200;222/2013/4400/4600;;
DFAC000013;pend. implantação;21/03/2013;21/03/2013;0;;;
DFAC000007;desativado;06/09/2016;06/09/2016;0;0764/2016/DC/4600;23846;"06/09/2016 - Solicitado desativação do circuito para NoC
- Desativado Estação no SIMEC"
DFAC000007;ativado;04/09/2012;27/09/2012;100;136/DC/4400/4600;;
AMBL000005;pend. implantação;08/09/2014;02/09/2014;0;;;
AMBL000005;em ativação;30/10/2014;03/11/2014;0;;;
AMBL000005;pend. comercial;02/09/2014;04/09/2014;0;;;
AMBL000005;mudança de configuração;14/12/2015;05/01/2016;500;02042/2015/DC/4600;13429;"05/01 - Bloco liberado.
14/12 - Inclusão de bloco IPV4 - 167.249.180/22"
AMBL000005;pend. implantação;04/09/2014;09/09/2014;0;;;
AMBL000005;alteração de acesso;17/11/2014;13/01/2015;500;01487/2015/DC/4600;;
AMBL000005;ativado;03/11/2014;17/11/2014;500;01276/2014/DC/4600;; 
AMBL000005;pend. implantação;09/09/2014;29/10/2014;0;;;
AMBL000005;downgrade;30/03/2016;30/03/2016;250;0223/2016/DC/4600;16257;30/03/2016 - Redução de banda para 250 Mbps
AMBL000005;pend. cliente;29/10/2014;30/10/2014;0;;;
PIBL000006;agendado;08/06/2016;01/07/2016;0;;;"01/07/2016 - Circuito ativado e validado com o cliente.
28/06/2016 - Agendada ativação com o cliente
24/06/2016 - Rádio Ericsson já está na estação
08/06/2016 - Equipamento que atende o cliente está com falha. PROBLEMA 775983
08/06/2016 - Em ativação."
PIBL000006;ativado;01/07/2016;01/07/2016;50;0256/2016/DC/4600;16565;01/07/2016 - Circuito ativado e validado com o cliente.
PIBL000006;pend. implantação;07/04/2016;08/04/2016;0;0256/2016/DC/4600;16565;08/04/2016 - Encaminhada OS e VTA para Engenharia.
PIBL000006;pend. cliente;08/04/2016;08/06/2016;0;;;"08/06/2016 - Handover para operação.
30/05/2016 - Agendado para 30 e 31/05 a instalação dos equipamentos rádio do cliente.
23/05/2016 - Agendado para 30/05 a instalação dos equipamentos rádio do cliente.
11/05/2016 - Devolvido PROA para cliente realizar adequações desde 26/04.
03/05/2016 - Devolvido PROA para cliente realizar adequações desde 26/04.
26/04/2016 - Devolvido PROA para cliente realizar adequações desde 18/04.
19/04/2016 - Devolvido PROA para cliente realizar adequações
12/04/2016 - PROA em análise pela Eng. Acesso.
08/04/2016 - Enviado ao pós venda solicitação de PROA. Solicitado ID."
RSP2000005;pend. cliente;26/11/2015;00/00/0000;0;;;26/11 - Aguardando PROA cliente
RSP2000005;pend. implantação;30/11/2015;00/00/0000;0;;;30/11 - Aguardando cliente realizar fusões
RSP2000005;mudança de configuração;13/06/2016;23/06/2016;400;0525/2016/DC/4600;19770;"16/06/2016 - Realizando o projeto lógico do cliente a fim de retificar a designação e a quantidade limite de MACs liberados
13/06/2016 - Recebido a correção de designação 
De: RSL2000010 
Para: RSP2000005"
RSP2000005;em ativação;18/12/2015;24/12/2015;0;;;"24/12 - Cliente ativado

18/12 - Realizado handover para operação."
RSP2000005;ativado;24/12/2015;24/12/2015;400;02003/2015/DC/4600;12905;"24/12 - Cliente ativado

- Cliente conectado no PTT da RNP em PAE.

- Acesso em Uruguaiana do Cliente FO, pega rede Eletrosul até Gravataí e depois segue para PoP RS"
RSP2000005;pend. implantação;25/11/2015;26/11/2015;0;02003/2015/DC/4600;12905;25/11 - Encaminhada OS e VTA para Engenharia.
DFBL000018;pend. implantação;30/07/2015;03/08/2015;0;1807/2015;10159;"03/08 - Handover para operação
30/07 - Encaminhadas OS e VTA para Engenharia"
DFBL000018;em ativação;03/08/2015;04/08/2015;0;01807/2015;10159;03/08 - Cliente em ativação
DFBL000018;ativado;04/08/2015;04/08/2015;110;1807/2015;10159;04/08 - Cliente ativado
DFBL000018;upgrade;04/08/2015;04/08/2015;160;01813/2015/DC/2015;10259;"04/08 - Ampliação executada
04/08 - Recebida OS da Comercial"
DFBL000018;desativado;25/05/2016;06/06/2016;0;;18914;"Desativação de Circuito.
Todas as facilidades serão utilizadas para ativação do circuito DFAC000025"
DFBL000025;em ativação;25/05/2016;01/06/2016;0;0416/2016/DC/4600;18915;"01/06/2016 - A pedido do cliente, a ativação do circuito foi agendada para 06/06/2016 as 11h.

01/06/2016 - Cliente está viajando, combinando a data para testes e ativação do circuito.

31/05/2016 - Circuito configurado

26/05/2016 - Projeto em revisão.

25/05/2016 - Em configuração

25/05/2016 - Handover para Operação"
DFBL000025;agendado;01/06/2016;06/06/2016;0;0416/2016/DC/4600;18915;"06/06/2016 - Circuito Ativado

01/06/2016 - A pedido do cliente, a ativação do circuito foi 
agendada para 06/06/2016 as 11h."
DFBL000025;ativado;06/06/2016;06/06/2016;50;0416/2016/DC/4600;18915;06/06/2016 - Circuito Ativado
DFBL000025;pend. implantação;25/05/2016;25/05/2016;0;0416/2016/DC/4600;18915;"25/05/2016 - Handover para Operação

25/05/2016 - Enviada OS e VTA para Engenharia.

Cliente irá usar todas as facilidades/acessos   do seu antigo circuito DFBL000018"
DFBL000025;desativado;08/07/2016;26/07/2016;0;0584/2016/DC/4600;20871;"26/07/2016 - Processo de desativação concluído.
08/07/2016 - Cliente solicita a desativação."
DFBL000026;pend. implantação;15/08/2016;17/08/2016;0;0657/2016/DC/4600;22506;"17/08/2016 - Handover para a operação.
16/08/2016 - Encaminhada OS e VTA para a Engenharia."
DFBL000026;em ativação;17/08/2016;25/08/2016;0;0657/2016/DC/4600;22506;"25/08/2016 - Agendada a ativação para 31/08 - 10 hs.
18/08/2016 - Circuito configurado e a ativação agendada para 26/08 - 10:00 hs.
17/08/2016 - Em ativação."
DFBL000026;agendado;25/08/2016;29/08/2016;0;0657/2016/DC/4600;22506;"29/08/2016 - Ativado.
25/08/2016 - Agendada a ativação para 31/08 - 10 hs."
DFBL000026;ativado;29/08/2016;29/08/2016;30;0657/2016/DC/4600;22506;29/08/2016 - Cliente ativado.
DFBL000026;upgrade;31/08/2016;31/08/2016;50;0754/2016/DC/4600;23353;31/08/2016 - Ampliação de banda de 30 para 50 Mbps.
GOBL000021;upgrade;06/05/2014;05/09/2014;40;01290/2014/DC/4600;;
GOBL000021;upgrade;28/11/2013;06/05/2014;35;01006/2014/DC/4600;;
GOBL000021;pend. implantação;06/06/2013;06/06/2013;0;;;
GOBL000021;upgrade;05/09/2014;11/09/2014;50;01304/2014/DC/4600;;
GOBL000021;desativado;15/08/2016;15/08/2016;0;0656/2016/DC/4600;22492;"15/09/2016 - Processo de desativação do cliente concluído.
15/08/2016 - Início do processo de desativação do circuito."
GOBL000021;em ativação;06/06/2013;27/11/2013;0;;;
GOBL000021;ativado;27/11/2013;28/11/2013;30;0319/2013/DC/4600;;
;;;;;;;
GOBL000016;trânsito;09/06/2015;02/07/2015;400;01720/2054/DC/4600;8854;
GOBL000016;pend. implantação;05/04/2013;05/04/2013;0;;;
GOBL000016;em ativação;05/04/2013;05/06/2013;0;;;
GOBL000016;upgrade;11/09/2014;05/11/2014;400;01375/2014/DC/4600;;
GOBL000016;trânsito;22/06/2015;06/07/2015;400;01740/2014/DC/4600;9332;"22/06 - Transito
ANS: 61689
IPV4: 131.108.124/22
IPV6: 2804:1d04::/32"
GOBL000016;upgrade;14/10/2013;07/11/2013;190;00766/2013/DC/4600;;
GOBL000016;upgrade;18/06/2013;09/07/2013;40;00503/2013/DC/4600;;
GOBL000016;upgrade;07/11/2013;10/09/2014;250;01225/2014/DC/4600;;
GOBL000016;upgrade;10/09/2014;11/09/2014;300;01302/2014/DC/4600;;
GOBL000016;upgrade;09/07/2013;14/10/2013;100;;;
GOBL000016;ativado;05/06/2013;18/06/2013;20;00166/2012/DC/4600;;
GOBL000016;trânsito;19/08/2015;27/08/2015;400;01837/2015/DC/4600;10655;"27/08 - Transito liberado.
19/08 - Transito 263937 Blocos: IPV4:138.219.20/22 - IPV6:2804:280c::/32 "
MTBL000002;pend. cliente;16/06/2015;00/00/0000;0;;;"06/10 - Aberta RDM 6842 e ocorrência de acompanhamento 11636 para o cliente realizar atividade em 09/10 das 06:00 ás 08:00 hrs.
29/09 - Em abertura de ocorrência e RDM para o cliente instalar caixa de EO e técnico Telebras executar jumper, atividade programada para 06/10.
22/09 - Aguardando projeto de rádio cliente, entregue via comercial em 18/09 (Henrique)
21/09 - Cliente mantém interesse na ativação e buscará via FIBRA na caixa R2 da Eletronorte( Rondonópolis - MT.
08/09 - Aguardando OS de cancelamento.
01/09 - Pós venda providenciando cancelamento.
25//08 - Aguardando projeto de abordagem cliente.
17/08 - Aguardando projeto de abordagem cliente.
04/08 - Aguardando projeto de abordagem cliente.
28/07 - Aguardando projeto de abordagem cliente (FO).
21/07 - Aguardando projeto de abordagem cliente (FO).
16/06 - Aguardando envio de projeto de abordagem de FO."
MTBL000002;upgrade;03/06/2016;07/06/2016;300;0470/2016/DC/4600;19252;06/06/2016 - Pedido de ampliação de banda de 200 para  300Mbps
MTBL000002;pend. implantação;16/06/2015;16/06/2015;0;01720/2015/DV/4600;9022;"16/06 - Enviado OS e VT para Engenharia de Acesso
Solicitado liberação do AS junto aos peering"
MTBL000002;pend. implantação;13/10/2015;20/10/2015;0;01720/2015DC/4600;9022;"20/10 - Handover para operação.
20/10 - Projeto e Topologia executados.
13/10 - Aguardando projeto lógico para realizar handover."
