Cliente;Regional;Designação;Descrição;Serviço;Banda Contratada;Banda Ativada;OS Ativação;Data OS;Tipo OS;Data Ativação;Contrato;Aditivo;Estação Ponta A;Estação Ponta B;Valor;Previsão;Status;Último Evento;Observação
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;ACL3000003;SEBRAE - RIO BRANCO;L3;20;0;0317/2016/DC/4600;04/05/2016;Contrato;;;;ACRBO0PP001;desconhecido;R$ 4.515,75 ;14/07/2016;instalação;pend. implantação;"15/08/2016 - BrasilDigital aguarda liberação de posteamento da concessionaria de energia local. Previsão até 19/08
11/08/2016 - BrasilDigital aguarda liberação de posteamento da concessionaria de energia local. Previsão até 15/08.
08/08/2016 - Proposta será enviada ate 08/08 BrasilDigital.
01/08/2016 - Em viabilidade para atendimento por EILD, previsto retorno 05/08.
25/07/2016 - Em viabilidade de rádio. Leandro aguardando possível fornecedor em Rio Branco.
18/07/2016 - Em contração do fornecedor de EILD (Oi) Sem previsão (Leandro). Solução via radio em estudo pelo Bruno Sousa.
12/07/2016 - Em contração do fornecedor de EILD (Oi)
05/07/2016 - Em contração, previsão até 11/07
27/06/2016 - Em viabilidade de atendimento por EILD.
22/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
07/06/2016: Em vistoria para viabilidade atendimento por rádio Telebras;
30/05/2016 - Em viabilidade com fornecedor de EILD.
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
10/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - OS e VTA enviadas para Engenharia"
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;ALL3000002;SEBRAE - MACEIO;L3;20;0;0318/2016/DC/4600;04/05/2016;Contrato;;;;ALMCO0TR002;desconhecido;R$ 4.515,75 ;27/07/2016;instalação;pend. implantação;"15/08/2016 - Vistoria realizada, PPI enviado para o SEBRAE para aprovação. Previsão até 17/08.
11/08/2016 - Vistoria para 08/08. Aguardando PPI até 12/08.
08/08/2016 - Confirmada nova vistoria para 08/08.
25/07/2016 - Vistoria realizada, aguardando PPI até 26/07.
18/07/2016 -Agendada vistoria com empresa Aloo para 22/07.
12/07/2016 - Em contração, previsão até 15/07
05/07/2016 - Em contração, previsão até 15/07
27/06/2016 - Em viabilidade com fornecedor de EILD.
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
07/06/2017: Em assinatura de contrato pela Telebras, previsto início de obra para 15/06.(Alloo)
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - OS e VTA enviadas para Engenharia"
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;AML3000005;SEBRAE - MANAUS;L3;20;0;0319/2016/DC/4600;04/05/2016;Contrato;;;;AMMNS0PM007;desconhecido;R$ 3.569,00 ;23/07/2016;instalação;pend. implantação;"15/08/2016 - Previsão de inicio de obra 29/08. Término provável em 20/09.
08/08/2016 - Protocolado em 22/07/2016 nº 3631/16 Previsão de inicio de obra D + 30. Término provável em 27/08
03/08/2016 - Protocolado em 22/07/2016 nº 3631/16 Previsão de inicio de obra D + 30
25/07/2016 - Previsto protocolo para obtenção do licenciamento para o dia 28/07.
18/07/2016 - Previsto protocolo para obtenção do licenciamento para o dia 18/07.
12/07/2016 - Previsto protocolo para obtenção do licenciamento para o dia 18/07.
05/07/2016 - Entrega do projeto em 29/06. Aguardando retorno para licenciamento. Previsto para 07/07
27/06/2016 - Vistoria realizada em 24/06, previsto entrega do projeto para 04/07.
20/06/2016 - Vistoria agendada para 24/06.
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
06/05/2016 - Enviadas OS e VTA para Engenharia."
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;APL3000007;SEBRAE - MACAPA;L3;20;0;0306/2016/DC/4600;04/05/2016;Contrato;;;;APMPA0PP003;desconhecido;R$ 8.353,00 ;22/11/2016;instalação;pend. implantação;"15/08/2016 - Aguardando aprovação pelo cliente até 17/08 
11/08/2016 - Vistoria realizada conforme programação, aguardando PPI até 15/08.
08/08/2016 - Reagendou a vistoria para 08/08 
01/08/2016 - Vistoria remarcada para 01/08.
25/07/2016 -Agendada vistoria com empresa Prontonet para 27/07.
18/07/2016 -Agendada vistoria com empresa Prontonet para 21/07.
12/07/2016 - Em contração, previsão até 15/07
05/07/2016 - Em contração, previsão até 15/07
27/06/2016 - Em viabilidade com fornecedor de EILD.
14/06/2016: Em viabilidade de atendimento por EILD, previsto retorno até 28/06/2016
07/06/2016: Em viabilidade de atendimento por EILD, na primeira cotação identificado apenas Oi.
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - Enviadas OS e VTA para Engenharia"
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;BAL3000002;SEBRAE - SALVADOR;L3;20;0;0307/2016/DC/4600;04/05/2016;Contrato;;;;BASDR0PM001;desconhecido;R$ 3.916,00 ;23/07/2016;instalação;pend. implantação;"15/08/2016 - PPI em aprovação pelo cliente previsão até 17/08.
11/08/2016 - Contratada empresa SIM TV, vistoria realizada em 08/08. PPI já foi questionado pelo cliente. PPI em revisão até 15/08.
08/08/2016 - Contratada empresa, agendamento de vistoria até 09/08
01/08/2016 - Contratada empresa, agendamento de vistoria até 08/08
25/07/2016 - Telebras não tem contrato de compartilhamento com a COELBA, o Leandro irá verificar EILD até 27/07
18/07/2016 - Previsto protocolo para obtenção do licenciamento para o dia 22/07.
12/07/2016 - Previsto protocolo para obtenção do licenciamento para o dia 15/07.
05/07/2016 - Vistoria realizada 01/07, previsão do projeto até 07/07. Fibrax.
27/06/2017 - Vistoria agendada para 01/07.
15/06/2016 - Em contratação do fornecedor de EILD
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
06/05/2016 - Enviadas OS e VTA para Engenharia."
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;CEL3000002;SEBRAE - FORTALEZA;L3;20;0;0308/2016/DC/4600;04/05/2016;Contrato;;;;CEMCW0PP001;desconhecido;R$ 4.515,75 ;22/07/2016;instalação;pend. implantação;"15/08/2016 - Aguardando entrega de PPI até 15/08.
11/08/2016 - Fornecedor enviou PPI, em analise pelo Sebrae deste 05/08.
08/08/2016 - Fornecedor enviou PPI, em analise pelo Sebrae deste 05/08, fornecedor está analisando exigências do Sebrae até 12/08.
01/08/2016 - Aguardando PPI do fornecedor de EILD, previsto para 03/08.
25/07/2016 - Agendada vistoria com CEMIG TELECOM para 25/07.
18/07/2016 - Agendada vistoria com CEMIG TELECOM para 25/07.
12/07/2016 - Em contração, previsão até 15/07
05/07/2016 - Em contração, previsão até 11/07
27/06/2016 - Em contratação do fornecedor de EILD (Mob Telecom)
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
07/06/2016: Em assinatura de contrato pela Telebras, previsto início de obra para semana do dia 13/06 (Mob Telecom)
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - Enviadas OS e VTA para Engenharia"
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;DFAC000040;SEBRAE 515 NORTE;AC;300;100;01774/2015/DC/4600;08/07/2015;Contrato;30/09/2015;;;DFBSA0PP001;desconhecido;R$ 26.373,18 ;24/09/2015;operação;downgrade;"19/10 - Enviado email para o Pós-venda informando redução de banda
- Redução de banda - 300 para 100 Mbps"
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;DFAC000041;SEBRAE 605 SUL;AC;300;300;01775/2015/DC/4600;08/07/2015;Contrato;18/09/2015;;;DFBSA0PP001;desconhecido;R$ 26.373,18 ;24/09/2015;operação;ativado;18/09 - Cliente ativado. Cliente deu aceite. Email no databook
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;DFL3000031;SEBRAE - BRASILIA;L3;20;0;0309/2016/DC/4600;04/05/2016;Contrato;;;;DFBSA0PP001;desconhecido;R$ 3.948,46 ;04/08/2016;instalação;pend. implantação;"15/08/2016 - Instalação final do enlace de rádio até 16/08/2016
08/08/2016 - Finalizando infra, instalação do rádio até 09/08/
25/07/2016 - Agendado com o cliente início da instalação da infra para 26/07. Previsão de término dia 15/07
18/07/2016 - Equipe do SEBRAE em curso, sem técnico para acompanhar a atividade de instalação do equipamento, agendado com o cliente início da instalação para 26/07.
15/07/2016 - Equipe do SEBRAE em curso, sem técnico para acompanhar a atividade de instalação do equipamento, agendado com o cliente início da instalação para 26/07.
12/07/2016 - Em obra, previsto instalação do equipamento rádio para semana do dia 15/07.
07/07/2016 - Em obra, previsto instalação do equipamento rádio para semana do dia 11/07.
05/07/2016 - Aguardando documentação da empresa de infra. EMIBM. Previsão até 06/07.
27/06/2016 - Em mobilização para início de obra para construção da infra no cliente para instalação do rádio.
15/06/2016 - Em viabilidade com fornecedor de EILD.
23/05/2016 - Em viabilidade com fornecedor de EILD.
06/05/2016 - Enviadas OS e VTA para Engenharia"
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;DFL3000032;SEBRAE - BRASILIA 605S;L3;250;250;0216/2016/DC/4600;04/05/2016;Contrato;24/06/2016;;;DFBSA0PP004;desconhecido;R$ 11.550,00 ;04/08/2016;operação;ativado;24/06/2016 - Circuito ativado
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;DFL3000033;SEBRAE - BRASILIA 515N;L3;20;0;0316/2016/DC/4600;04/05/2016;Contrato;00/00/0000;;;DFBSA0PM007;desconhecido;R$ 3.948,46 ;15/07/2016;operação;ativado;06/07/2016 - Circutio ativado
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;ESL3000001;SEBRAE - VITORIA;L3;20;0;0310/2016/DC/4600;04/05/2016;Contrato;;;;ESVTA0PM001;desconhecido;R$ 3.916,00 ;00/00/0000;instalação;pend. implantação;12/08/16 - Pendente atualização do pré-projeto
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;GOL3000004;SEBRAE - GOIANIA;L3;20;0;0311/2016/DC/4600;04/05/2016;Contrato;;;;GOGNA0TR001;desconhecido;R$ 4.515,75 ;14/07/2016;instalação;pend. implantação;"15/08/2016 - Contrato será assinado em 16/08.
11/08/2016 - Atendimento será via EILD, em contratação com a CEMIG, enviará contrato até 12/08.
08/08/2016 - Projeto foi entregue com custo de 180k, prazo de execução 45 dias com licenciamento. 
25/07/2016 - Aguardando projeto para 25/07.
18/07/2016 - Reprogramada vistoria para 19/07.
12/07/2016 - Em agendamento de vistoria, previsto cronograma até 15/07.
05/07/2016 - Fornecedor solitou PC para execução. Previsão do PC até 08/07 - META
27/06/2016 - Vistoria agendada para 01/07.
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
07/06/2016: Em assinatura de contrato pela Telebras, previsto inicio de obra para semana do dia 13/06 (CEMIG TELECOM)
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - OS e VTA enviadas para Engenharia"
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;MAL3000003;SEBRAE - SAO LUIS;L3;20;0;0312/2016/DC/4600;04/05/2016;Contrato;;;;MASLS0PP001;desconhecido;R$ 3.916,00 ;27/07/2016;instalação;pend. implantação;"15/08/2016 - Entrega prevista da vistoria no cliente para 19/08, porém falta fibra disponível na Caixa R2. Aguardando construção da R3 pela GEREMP
11/08/2016 - Vistoria realizada, porém falta fibra disponível na Caixa R2. Aguardando construção da R3 pela GEREMP.
08/08/2016 - Aguardando PPI. Foi necessário nova vistoria, agendada para 09/08.
01/08/2016 - Aguardando PPI, previsto entrega para até 03/08.
25/07/2016 - Vistoria realizada  22/07 com a empresa TVN. Aguardando PPI até 27/07.
18/07/2016 - Vistoria agendada para 22/07 com a empresa TVN
12/07/2016 - Em contração, previsão até 15/07
05/07/2016 - Em contração, previsão até 11/07
27/06/2016 - Em contratação do fornecedor de EILD (Mob Telecom).
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
07/06/2016: Em assinatura de contrato pela Telebras, previsto início de obra para semana do dia 13/06.(Mob Telecom)
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - Enviadas OS e VTA para Engenharia."
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;MGL3000010;SEBRAE - BELO HORIZONTE;L3;20;0;0313/2016/DC/4600;04/05/2016;Contrato;;;;desconhecido;desconhecido;R$ 5.113,00 ;14/07/2016;instalação;pend. implantação;"12/08/2016 - Vistoria realizada em 10/08 na ponta cliente. Vistoria na ponta Telebras em 17/08, em função de greve na Prodabel.
08/08/2016 - Vistoria remarcada para 08/08.
01/08/2016 - Vistoria remarcada para 04/08.
25/07/2016 - Vistoria agendada com a CEMIG para 25/07.
18/07/2016 - Vistoria agendada com a CEMIG para 25/07.
12/07/2016 - Em contração, previsto para 15/07
05/07/2016 - Em contração, previsão do retorno da viabilidade até 08/07
27/06/2016 - Em viabilidade com fornecedor de EILD
14/06/2016: Vistoria agendada para 21/06, projeto previsto para 27/06.
06/06/2016 - Aguardando projeto do fornecedor Conectel, previsto para até 09/06.
30/05/2016 - Em agendamento de vistoria.
23/05/2016 - Em agendamento de vistoria.
16/05/2016 - Em agendamento de vistoria.
05/05/2016 - Enviadas OS e VTA para Engenharia."
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;MSL3000001;SEBRAE - CAMPO GRANDE;L3;20;0;0314/2016/DC/4600;04/05/2016;Contrato;;;;desconhecido;desconhecido;R$ 8.733,00 ;22/08/2016;instalação;pend. implantação;"15/08/2016 - Em negociação de preço com a Embratel. Previsão até 12/08
11/08/2016 - Em negociação de preço com a Embratel. Previsão até 12/08.
08/08/2016 - Em negociação de preço com a Embratel. Previsão até 12/08
01/08/2016 - Em negociação de preço com a Embratel. Previsão até 05/08.
25/07/2016 - Em negociação de preço com a Embratel. Previsão até 29/07
18/07/2016 - Em negociação de preço com a Embratel. Previsão até 22/07
12/07/2016 - Em negociação de preço com a Embratel. Previsão até 15/07
05/07/2016 - Em negociação de preço com a Embratel. Previsão até 15/07
27/06/2016 - Em contratação do fornecedor de EILD (Embratel)
14/06/2016: Em negociação de valores com fornecedor de EILD (Embratel), previsto conclusão da negociação até 22/06.
07/06/2016: Em negociação de valores com fornecedor de EILD (Embratel)
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - Enviadas OS e VTA para Engenharia."
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;MTL3000005;SEBRAE - CUIABA;L3;20;0;0329/2016/DC/4600;04/05/2016;Contrato;;;;MTCBA0PP001;desconhecido;R$ 3.916,00 ;22/07/2016;instalação;pend. implantação;"15/08/2016 - Inicio de obra 25/08.  Previsão de término 15/09.
08/08/2016 - Protocolo foi enviado para Telebras em 19/07, prazo D+35 
25/07/2016 - Previsto protocolo do licenciamento junto a ENERGISA até 15/07. Hilton informará até 25/07.
18/07/2016 - Previsto protocolo do licenciamento junto a ENERGISA até 15/07. Hilton informará até 19/07.
12/07/2016 - Previsto protocolo do licenciamento junto a ENERGISA até 15/07.
05/07/2016 - Vistoria realizada em 23/06, projeto entregue dia 29/06. Aguardando entrada no licenciamento pela FIBRAX.
27/06/2016 - Realizada vistoria pela empresa Fibrax, previsto entrega do projeto para até 01/07/2016.
20/06/2016 - Vistoria agendada para 23/06.
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
07/06/2016: Em negociação de valores com fornecedor de EILD (Embratel)
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - Enviadas OS e VTA para Engenharia"
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;PAL3000004;SEBRAE - BELEM;L3;20;0;0327/2016/DC/4600;04/05/2016;Contrato;;;;desconhecido;desconhecido;R$ 3.916,00 ;14/07/2016;instalação;pend. implantação;"15/08/2016 - Aguardando PPI pela fornecedora até dia 17/08.
11/08/2016 - Aguardando PPI, previsto para até 12/08.
08/08/2016 - Aguardando PPI, previsto para até 12/08.
01/08/2016 - Aguardando PPI, previsto para até 12/08.
25/07/2016 - Vistoria agendada com a PRONTONET para 26/07
18/07/2016 - Vistoria agendada com a PRONTONET para 26/07.
12/07/2016 - Em contração, previsão até 15/07
05/07/2016 - Em contração, previsão até 11/07
27/06/2016 - Em contratação do fornecedor de EILD (Mob Telecom)
20/06/2016 - Vistoria agendada para 22/06.
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
07/06/2016: Em assinatura de contrato Telebras, previsto início de obra para semana do dia 13/06. (Mob Telecom)
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - Enviadas OS e VTA para Engenharia."
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;PBL3000003;SEBRAE - JOAO PESSOA;L3;20;0;0288/2016/DC/4600;04/05/2016;Contrato;;;;desconhecido;desconhecido;R$ 4.515,75 ;14/07/2016;instalação;pend. implantação;"15/08/2016 - Vistoria será realizada até 19/08/2016.
11/08/2016 - Vistoria realizada, porém houve problema de infra será realizada nova vistoria em 15/08. Solicitado pel Fréderi.
08/08/2016 - Vistoria realizada, aguardando PPI previsto para até 09/08.
01/08/2016 - Vistoria realizada, aguardando PPI previsto para até 03/08.
25/07/2016 - Vistoria agendada com empresa MOB para 26/07
18/07/2016 - Vistoria agendada com empresa MOB para 26/07
12/07/2016 - Em contração, previsão até 15/07
05/07/2016 - Em contração, previsão até 11/07
27/06/2016 - Em contratação do fornecedor de EILD (Mob Telecom).
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
07/06/2016: Em assinatura de contrato pela Telebras, previsto início das obras para semana do dia 13/06.(Mob Telecom)
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - Enviadas OS e VTA para Engenharia."
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;PEL3000006;SEBRAE - RECIFE;L3;20;0;0289/2016/DC/4600;04/05/2016;Contrato;;;;PERCE0PP001;desconhecido;R$ 4.515,75 ;14/07/2016;instalação;pend. implantação;"15/08/2016 - Previsão de inicio de obra 29/08. Previsão de término 20/09.
08/08/2016 - Foi protocolado dia 21/07. D+35
18/07/2016 -Previsão para entrada no licenciamento até 20/07
12/07/2016 - Protoloco para obter licenciamento junto a CELP será em 13/07.
05/07/2016 - Projeto entrega 29/06/2016, em análise até 08/07. 
27/06/2016 - Vistoria realizada em 22/06/2016, previsão de entrega 05/07/2016 - Empresa Fibrax.
20/06/2016 - Vistoria agendada para 22/06.
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
07/06/2016: Em assinatura de contrato pela Telebras, previsto início da obra para semana do dia 13/06 (Sim TV)
30/05/2016 - Em elaboração de projeto para atendimento via rádio Telebras
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - Enviadas OS e VTA para Engenharia."
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;PIL3000002;SEBRAE - TERESINA;L3;20;0;0290/2016/DC/4600;04/05/2016;Contrato;;;;PITSA0PP001;desconhecido;R$ 5.113,00 ;22/07/2016;instalação;pend. implantação;"15/08/2016 - Vistoria prevista para dia 16/08 na ponta do Cliente.Na ponta Telebras não será necessário - Equipamento MOB concentrador existente.
11/08/2016 - Vistoria reagendada para 15/08
08/08/2016 - Vistoria agendada para 09/08
01/08/2016 - Leandro enviará para MOB - Vistoria até 05/08
25/07/2016 - O prazo de execução maior que prazo da OS. Leandro verificará viabilidade ate 29/07
18/07/2016 - Aguardando liberação de orçamento para recuperação de rede (REDIR). Verificar e-mail do Diego.
12/07/2016 - Aguardando liberação de orçamento para recuperação de rede (REDIR).
05/07/2016 - Projeto foi entregue em 27/06. Para iniciar depende de liberação de orçamento pela REDIR.
27/06/2016 - Vistoria realizada dia 22/06/2016 - Previsão de entrega 05/07/2016 empresa Meta.
20/06/2016 - Em agendamento de vistoria.
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
07/06/2016: Em assinatura de contrato pela Telebras, previsto início de obra para semana do dia 13/06. (Mob Telecom)
30/05/2016 - Em contratação do fornecedor de EILD.
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - Enviadas OS e VTA para Engenharia."
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;PRL3000002;SEBRAE - CURITIBA;L3;20;0;0291/2016/DC/4600;04/05/2016;Contrato;;;;PRCTA0TC001;desconhecido;R$ 5.113,00 ;00/00/0000;instalação;pend. implantação;12/08/16 - Pendente atualização do pré-projeto
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;RJL3000008;SEBRAE - TIRADENTES;L3;20;20;0293/2016/DC/4600;04/05/2016;Contrato;27/06/2016;;;RJRJO0PM012;desconhecido;R$ 0,00 ;22/08/2016;operação;ativado;27/06/2016 - Circuito ativado
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;RJL3000009;SEBRAE - CENTRO;L3;20;20;0292/2016/DC/4600;04/05/2016;Contrato;01/07/2016;;;RJRJO0PM012;desconhecido;R$ 5.113,00 ;22/08/2016;operação;ativado;01/07/2016 - Circuito ativado e validado com o cliente.
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;RNL3000002;SEBRAE - NATAL;L3;20;0;0328/2016/DC/4600;04/05/2016;Contrato;;;;RNNTL0PP002;desconhecido;R$ 3.916,00 ;27/07/2016;instalação;pend. implantação;"15/08/2016 - Vistoria reagendada para 16/08/2016
11/08/2016 - Vistoria reagendada para 15/08.
08/08/2016 - Vistoria reagendada para 12/08.
01/08/2016 - Contrato com a MOB - Vistoria até 05/08
25/07/2016 - Projeto ficou com custo elevado, será via EILD. Resposta até 27/07
18/07/2016 - Projeto ficou com custo elevado, será via EILD.
12/07/2016 - Em revisão de projeto, buscando rota alternativa para redução do custo, previsto projeto revisado para até 20/07.
05/07/2016 - Vistoria realizada em 28/06. Empresa Meta. Projeto sendo aguardando para 05/07.
27/06/2016 - Vistoria agendada para 28/06. Empresa Meta.
20/06/2016 - Em agendamento de vistoria, previsto para até 24/06.
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
07/06/2016: Em assinatura de contrato pela Telebras, previsto início de obra para semana do dia 13/06 (Mob Telecom)
30/05/2016 - Em contratação do fornecedor de EILD.
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - Enviadas OS e VTA para Engenharia."
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;ROL3000003;SEBRAE - PORTO VELHO;L3;20;0;0295/2016DC/4600;04/05/2016;Contrato;;;;ROPVO0PM002;desconhecido;R$ 3.744,00 ;24/07/2016;instalação;pend. implantação;"15/08/2016 - Previsão para inicio 08/09. Previsão de término 30/09.
08/08/2016 - Protocolado em 01/08, nº da carta 01/2016. Previsão para inicio das obra D+30
03/08/2016 - Protocolado em 01/08, nº da carta 01/2016. Previsão para inicio das obra D+30
18/07/2016 - Previsto protocolo junto a CERON para obtenção do licenciamento no dia 18/07. 
12/07/2016 - Previsto protocolo junto a CERON para obtenção do licenciamento no dia 18/07.
05/07/2016 - Vistoria realizada em 28/06, projeto entregue, em análise 08/07.
27/06/2016 - Vistoria agendada para 28/06. Empresa Fibrax.
20/06/2016 - Vistoria agendada para 28/06.
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
30/05/2016 - Em contratação do fornecedor de EILD.
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - Enviadas OS e VTA para Engenharia"
