Cliente;Designação;Descrição;Serviço;Banda Contratada;Banda Ativada;OS Ativação;Data OS;Tipo OS;Data Ativação;Estação;Acesso;Endereço;Cidade;UF;CEP;Estação;Acesso;Endereço B;Cidade;UF;CEP;Contato;Telefone Fixo;Telefone Móvel;Email;Valor;Previsão;Status;Último Evento;Observação
RNP - REDE NACIONAL DE ENSINO E PESQUISA;BATX000016;RNP - SALVADOR-VITÓRIA;TX;10000;10000;01373/2014/DC/4600;03/11/2014;Contrato;25/05/2015;BASDR0PP002;Fibra óptica TELEBRAS;Prédio do CPD/UFBA - Av. Ademar de Barros, s/n;Salvador;BA;40170-110;ESSEA0PP002;Fibra óptica TELEBRAS;Núcleo de Processamento de Dados - UFES - Av. Fernando Ferrari, s/n;Serra;ES;29060-900;BA: Luiz Cláudio Mendonça  / ES: Rafael Emerick Zape de Oliveira;(71) 3283-6114 / (27) 4009-2257;;mendonca@ufba.br / rezo@pop-es.rnp.br;R$ 0,00 ;00/00/0000;operação;ativado;"26/05 - Enviado welcome kit para o comercial encaminhar ao cliente
25/05 - Recebido email com aceite do cliente"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;CETX000037;RNP  FLA-RCE;TX;10000;10000;0493/2013/4400/4600;27/06/2013;Contrato;27/05/2014;desconhecido;N/A;Av. Humberto Monte, S/N, Bloco 901;;;60440-554;desconhecido;Fibra óptica TELEBRAS;Av. Prof. Luiz Freire, 700;;;50740-540;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 0,00 ;00/00/0000;operação;ativado; 
RNP - REDE NACIONAL DE ENSINO E PESQUISA;DFAC000009;RNP BRASILIA - INTERNET;AC;0;0;;00/00/0000;Contrato;22/01/2013;DFBSA0TC024;Fibra óptica TELEBRAS;;Brasília;DF;;desconhecido;Fibra óptica TELEBRAS;;;;;;;;;R$ 0,00 ;00/00/0000;cancelado;cancelado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;DFL2000002;RNP ANAPOLIS;L2;0;0;;00/00/0000;Contrato;20/06/2012;DFBSA0PP001;Fibra óptica TELEBRAS;;Brasília;DF;;GOANS0TR003;Rádio TELEBRAS;;Anápolis;GO;;;;;;R$ 0,00 ;00/00/0000;cancelado;cancelado;Cancelado e substituído por GOL2000005
RNP - REDE NACIONAL DE ENSINO E PESQUISA;DFTX000032;RNP  BSA-FLA;TX;10000;10000;0494/2013/4400/4600;27/06/2013;Contrato;18/11/2013;DFBSA0TC024;N/A;;Brasília;DF;;desconhecido;Fibra óptica TELEBRAS;Av. Humberto Monte, S/N, Bloco 901;;;;Marcos Frota;(85) 3287-4314;;mfrota@pop-ce.rnp.br;R$ 0,00 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;DFTX000033;RNP  BSA-GNA;TX;10000;10000;0495/2013/4400/4600;27/06/2013;Contrato;15/08/2013;DFBSA0TC024;N/A;;Brasília;DF;;desconhecido;Fibra óptica TELEBRAS;Praça Universitária, s/n  Escola de Engenharia;;;;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 0,00 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;GOL2000001;RNP CAMPUS RIO VERDE;L2;100;100;0173/2012/DC/4400/4600;28/02/2013;Contrato;05/03/2013;GORVD0TC004;Fibra óptica TELEBRAS;Rodovia Sul Goiania, KM 01 - Zona Rural;Rio Verde;GO;75901-970;GOGNA0TF009;Fibra óptica TELEBRAS;Prédio da UFGNet Praça Universitária - s/n - Escola de Engenharia;Goiânia;GO;74605-220;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 16.302,89 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;GOL2000002;RNP MORRINHOS;L2;100;100;0174/2012/DC/4400/4600;05/03/2013;Contrato;05/03/2013;GOMIH0TC003;Fibra óptica TELEBRAS;Rodovia BR - 153,Km 633 - Zona Rural;Morrinhos;GO;75650-00;GOMIH0TC003;Fibra óptica TELEBRAS;Prédio da UFGNet Praça Universitária - s/n - Escola de Engenharia;Morrinhos;GO;74605-220;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 16.302,89 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;GOL2000003;RNP APARECIDA DE GOIÂNIA;L2;100;100;0175/2012/DC/4400/4600;05/03/2013;Contrato;05/03/2013;GOACG0TR003;Fibra óptica TELEBRAS;Rua Murici Verde vale;Aparecida de Goiania;GO;74926-650;GOGNA0TF009;Fibra óptica TELEBRAS;Prédio da UFGNet Praça Universitária - s/n - Escola de Engenharia;Goiânia;GO;74605-220;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 16.302,89 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;GOL2000004;RNP LUZIÂNIA;L2;100;100;0176/2012/DC/4400/4600;05/03/2013;Contrato;25/03/2013;GOLZA0TC002;Fibra óptica TELEBRAS;Rua São Bartolomeu  s/n - Vila Esperança;Luziânia;GO;72811-580;GOGNA0TF009;Fibra óptica TELEBRAS;Prédio da UFGNet Praça Universitária - s/n - Escola de Engenharia;Goiânia;GO;74605-220;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 16.302,89 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;GOL2000005;RNP ANAPOLIS;L2;100;100;148/2012/DC/4400/4600;05/03/2013;Contrato;05/03/2013;GOGNA0TF009;Fibra óptica TELEBRAS;Prédio da UFGNet Praça Universitária-s/n;Goiânia;GO;74605-220;GOANS0TR003;Fibra óptica TELEBRAS;Av. Pedro Ludovico s/n, Anexo ao Reni Cury;Anápolis;GO;70070-910;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 16.302,89 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;GOL2000008;RNP ITUMBIARA - IFG;L2;100;100;0663/2013/4400/4600;05/09/2013;Contrato;04/10/2013;GOGNA0TF009;Fibra óptica TELEBRAS;POP RNP GO - Prédio da UFGNet Praça Universitária, s/n  Escola de Engenharia;Goiânia;GO;74605-220;GOIUB0TC008;Fibra óptica TELEBRAS;Av. de Furnas, 55, bl. 200  Village Imperial;Itumbiara;GO;75524-010;Pta A: Daniel Stone/Pta B:Leonardo Garcia Marques;Pta A:(62) 3209-6002/Pta B:(64) 3133-5100;Pta B: (64) 8128-5231;stone@pop-go.rnp.br /leonardo.mqs@gmail.com;R$ 16.302,89 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;GOL2000009;RNP INHUMAS - IFG;L2;100;100;01370/2014/DC/4600;31/10/2014;Contrato;25/11/2014;GOGNA0TF009;Fibra óptica TELEBRAS;Praça Universitária, s/n - Escola de Engenharia;Goiânia;GO;74605-220;GOIUS0TC003;Fibra óptica TELEBRAS;Av. Universitária, s/n  Vale das Goiabeiras;Inhumas;GO;74000-000;Pta A :Vinícius Esteves Soares/Pta B: Saulo Silva;Pta A: (62) 3209-6002;;vinicius@pop-go.rnp.br/saulo.silva@ifg.edu.br;R$ 16.302,89 ;00/00/0000;operação;ativado;Aceite dado pelo Marcelo Dias da RNP
RNP - REDE NACIONAL DE ENSINO E PESQUISA;MAL2000004;RNP IMPERATRIZ - IFMA;L2;100;100;01281/2014/DC/4600;29/08/2014;Contrato;04/11/2014;MAITZ0TC007;Fibra óptica TELEBRAS;Av. Newton Bello, s/n  Vila Maria;Imperatriz;MA;65919-050;PABLM0PM002;Fibra óptica TELEBRAS;POP RNP Belém - Rua Augusto Corrêa, 01 Guamá;Belém;PA;66075-110;Saulo Cardoso /Vanner Vasconcellos;(91) 3201-7807/(91) 3201-7807;;saulo@ifma.edu.br/ vanner@pop-pa.rnp.br;R$ 16.190,66 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;MAL2000005;RNP IMPERATRIZ - UFMA;L2;100;100;0235/2013;19/03/2013;Contrato;21/06/2013;MAITZ0TC008;Fibra óptica TELEBRAS;Rua Urbano Santos, s/n  Centro;Imperatriz;MA;65900-410;PABLM0PM002;Fibra óptica TELEBRAS;POP RNP Belém - Rua Augusto Corrêa, 01 Guamá;Belém;PA;66075-110;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 16.190,66 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;MAL2000006;RNP GRAJAÚ - UFMA;L2;100;100;0258/2013/4400/4600;06/05/2013;Contrato;10/10/2013;MAGJU0TC003;Fibra óptica TELEBRAS;Campos UFMA;Grajaú;MA;;PABLM0PM002;Fibra óptica TELEBRAS;Campus UFMA  -Rua Frei Benjamim de Borno - Centro;Belém;PA;65940-000;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 16.190,66 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;MGL2000003;RNP POÇOS DE CALDAS;L2;100;100;0232/2013;19/03/2013;Contrato;24/07/2013;MGPCS0TR002;Fibra óptica TELEBRAS;Rodovia José Aurélio Vilela (BR-267, km 533), 11.999  Cidade Universitária;Poços de Caldas;MG;37715-400;DFBSA0TC024;Fibra óptica TELEBRAS;SAS, Q. 05, Lote 06, Bloco H Edifício do IBICT, Sl 700;Brasília;DF;70070-910;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.388,92 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;MGL2000013;RNP DIVINÓPOLIS - UFSJ;L2;0;0;;05/09/2013;Contrato;17/09/2014;desconhecido;;;;;;desconhecido;;;;;;;;;;R$ 0,00 ;00/00/0000;cancelado;cancelado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;MGL2000014;RNP POÇOS DE CALDAS - CNEN;L2;100;0;0740/2013/4400/4600;15/10/2013;Contrato;16/12/2013;DFBSA0TC024;Fibra óptica TELEBRAS;POP RNP DF - SAS, Q. 05, Lote 06, Bloco H, Edf. IBICT, Sl 700;Brasília;DF;70070-910;MGPCS0TC007;Fibra óptica TELEBRAS;Rodovia Poços de Caldas - Andradas, km 13 - Zona Rural;Poços de Caldas;MG;37719-900;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.388,92 ;00/00/0000;desativado;desativado;"15/04/16 - Aberto ocorrência para desativação do circuito e retirada do EDD.  Circuito instalado na ETR d RNP CNEN.  Foi informado à GERA que o cliente solicitou desativação do circuito.  Engenharia verificando o que irá fazer com a ETR.
13/04/16 - Recebido Os de Desativação"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;MTL2000006;RNP - RONDONÓPOLIS - IFMT;L2;100;100;01068/2014/DC/4600;20/05/2014;Contrato;21/07/2014;DFBSA0TC024;Fibra óptica TELEBRAS;POP RNP DF - SAS, Q. 05, Lote 06, Bloco H, Edf. IBICT, Sl 700;Brasília;DF;70070-910;MTROI0TC003;Fibra óptica TELEBRAS;Rua Ananias Martins de Souza, 861  Vila Mineira - IFMT;Rondonópolis;MT;;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 16.548,00 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;MTL2000007;RNP - RONDONÓPLIS - UFMT;L2;100;100;01202/2014/DC/4600;22/07/2014;Contrato;04/08/2014;DFBSA0TC024;Fibra óptica TELEBRAS;POP RNP DF - SAS, Q. 05, Lote 06, Bloco H, Edf. IBICT, Sl 700;Brasília;DF;70070-910;MTROI0PP002;Fibra óptica TELEBRAS;Rodovia MT-270 (Rondonópolis  Guiratinga), km 06 - UFMT;Rondonópolis;MT;78735-910;José Wilson A. do Nascimento;(61) 3243-4400;;wilson@pop-df.rnp.br;R$ 15.968,76 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;PAL3000001;RNP-BELÉM;L3;1000;1000;01522/4600/2015;30/01/2015;Contrato;06/11/2012;DFBSA0TC024;Fibra óptica TELEBRAS;SAS, Q. 05, Lote 06, Bloco H, Edf. IBICT, Sl 700;Brasília;DF;70070-910;PABLM0PM002;Fibra óptica TELEBRAS;Rua Augusto Corrêa, 01  Prédio CTIC  Guamá;Belém;PA;66075-110;Cybelle Suemi Oda;(19) 3787-3300;(19) 8198-3716;cibelle@rnp.br;R$ 0,00 ;00/00/0000;operação;mudança de configuração;Alterado Designação a pedido da Engenharia de Backbone - designação PAL2000001 - RNP BELÉM
RNP - REDE NACIONAL DE ENSINO E PESQUISA;PBL2000003;RNP AREIA - UFPB;L2;100;100;0727/2013/4400/4600;09/10/2013;Contrato;20/12/2013;PBCGE0TC002;Fibra óptica TELEBRAS;Avenida Aprigio Veloso , 882 (UFCG;Campina Grande;PB;58428-900;PBAEI0TR001;Fibra óptica TELEBRAS;Centro de Ciências Agrárias;Areia;PB;58397-000;Pta A:Marcelo Dias Teixeira/Pta B: Prof. Djail Santos;Pta A: (21) 2102-9690/Pta B: (83) 3362-2300;;Pta A:noc@rnp.br/Pta B: santosdj@cca.ufpb.br;R$ 16.548,60 ;00/00/0000;operação;mudança de configuração;"22/06/15 - Alteração da configuração do PoP DF para o PoP PB realizada com sucesso.
Enviado e-mail para o Pós-Vendas em 24/06/15 informando a finalização da atividade.
03/06 - Agendado alteração de PoP para 05/06. Circuito sairá do PoP BSA e será configurado no PoP de PB"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;PBL2000004;RNP BANANEIRA - UFPB;L2;100;100;0728/2013/4400/4600;09/10/2013;Contrato;20/12/2013;PBCGE0TC002;Fibra óptica TELEBRAS;Avenida Aprigio Veloso, 882  (UFCG;Campina Grande;PB;58428-900;PBBNN0TR002;Fibra óptica TELEBRAS;Centro de Ciências Humanas Socias e Agrárias;Bananeiras;PB;58220-000;Marcelo Dias Teixeira;(21) 2102-9690;;noc@rnp.br;R$ 16.548,60 ;00/00/0000;operação;mudança de configuração;"22/06/15 - Alteração da configuração do PoP DF para o PoP PB realizada com sucesso.
Enviado e-mail para o Pós-Vendas em 24/06/15 informando a finalização da atividade.
03/06 - Agendado alteração de PoP para 05/06. Circuito sairá do PoP BSA e será configurado no PoP de PB"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;PBL2000005;RNP CUITÉ - UFCG;L2;100;100;0802/2013/4400/4600;09/12/2013;Contrato;15/01/2014;PBCGE0TC002;Fibra óptica TELEBRAS;Avenida Aprigio Veloso, 882  (UFCG;Campina Grande;PB;58428-900;PBCUT0TR001;Fibra óptica TELEBRAS;Rua Olho D água da Bica s/n;Cuité;PB;58175-000;Marcelo Dias Teixeira;(21) 2102-9690;;noc@rnp.br;R$ 16.548,60 ;00/00/0000;operação;mudança de configuração;"22/06/15 - Alteração da configuração do PoP DF para o PoP PB realizada com sucesso.
- Enviado e-mail para o Pós-Vendas em 24/06/15 informando a finalização da atividade.
03/06 - Agendado alteração de PoP para 05/06. Circuito sairá do PoP BSA e será configurado no PoP de PB"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;PBL2000007;RNP MAMANGUAPE - UFPB;L2;100;100;0852/2014/DC/4600;23/01/2014;Contrato;14/02/2014;PBCGE0TC002;Fibra óptica TELEBRAS;Avenida Aprigio Veloso, 882  (UFCG;Campina Grande;PB;58428-900;PBMME0TR001;Fibra óptica TELEBRAS;Sitio Engenho Novo, s/n;Mamanguape;PB;58280-000;Marcelo Dias Teixeira;(21) 2102-9690;;noc@rnp.br;R$ 16.548,60 ;00/00/0000;operação;mudança de configuração;"22/06/15 - Alteração da configuração do PoP DF para o PoP PB realizada com sucesso.
- Enviado e-mail para o Pós-Vendas em 24/06/15 informando a finalização da atividade.
03/06 - Agendado alteração de PoP para 05/06. Circuito sairá do PoP BSA e será configurado no PoP de PB"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;PBL2000008;RNP RIO TINTO - UFPB;L2;100;100;0853/2014/DC/4600;23/01/2014;Contrato;14/02/2014;PBCGE0TC002;Fibra óptica TELEBRAS;Avenida Aprigio Veloso, 882  (UFCG;Campina Grande;PB;58428-900;PBRTT0TR001;Fibra óptica TELEBRAS;Rua da Mangueira, s/n;Rio Tinto;PB;58280-000;Pta A: Marcelo Dias Teixeira/Pta B:Zenildo de Melo Cézar Filho;Pta A:(21) 2102-9690/Pta B: (83) 3291-1805;;Pta A:noc@rnp.br/ Pta B: zenildo@ccae.ufpb.br;R$ 16.548,60 ;00/00/0000;operação;mudança de configuração;"22/06/15 - Alteração da configuração do PoP DF para o PoP PB realizada com sucesso.
- Enviado e-mail para o Pós-Vendas em 24/06/15 informando a finalização da atividade.
03/06 - Agendado alteração de PoP para 05/06. Circuito sairá do PoP BSA e será configurado no PoP de PB"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;PEL2000001;RNP CABO SANTO AGOSTINHO - URFPE;L2;100;100;01761/2015/DC/4600;03/07/2015;Contrato;19/05/2016;DFBSA0PM001;Fibra óptica TELEBRAS;POP RNP DF - SAS, Q. 05, Lote 06, Bloco H, Edf. IBICT, Sl 700;Brasília;DF;70070-910;PECBO0TC004;Fibra óptica TELEBRAS;BR - 101 Sul (antiga), Km 97, n° 5225, Ponte dos Carvalhos - POP da RNP - Cabo de Sto Agostinho -;Cabo de Santo Agostinho;PE;54510-390;Rodrygo Cordova;(61) 3243-4420;;rodrygo.cordova@rnp.br;R$ 15.968,76 ;30/07/2015;operação;ativado;19/05/16 - Cliente deu o aceite do circuito. Circuito considerado ativado a partir dessa data.
RNP - REDE NACIONAL DE ENSINO E PESQUISA;PETX000030;RNP RCE-SDR;TX;10000;10000;0492/2013/4400/4600;27/06/2013;Contrato;12/05/2015;PERCE0PP001;Fibra óptica TELEBRAS;Av. Prof. Luiz Freire, 700;Recife;PE;50740-540;BASDR0PP002;Fibra óptica TELEBRAS;Prédio do CPD/UFBA - Av. Ademar de Barros, s/n;Salvador;BA;40170-110;Zuleika Tenório;(81) 3272-4244;;zuleika@pop-pe.rnp.br;R$ 0,00 ;00/00/0000;operação;ativado;12/05 - Cliente deu aceite no Circuito. Email salvo no Databook.  Encaminhado Welcome Kit para pós-vendas
RNP - REDE NACIONAL DE ENSINO E PESQUISA;PIL2000003;RNP PIRIPIRI - IFPI;L2;100;100;0731/2013/4400/4600;09/10/2013;Contrato;09/01/2014;DFBSA0TC024;Fibra óptica TELEBRAS;POP RNP DF - SAS, Q. 05, Lote 06, Bloco H, Edf. IBICT, Sl 700;Brasília;DF;70070-910;PIPIP0TC003;Fibra óptica TELEBRAS;Av. Rio dos Matos, s/n  Bairro Germano - IFPI;Piripiri;PI;64260-000;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.388,92 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;PIL2000004;RNP PEDRO II - IFP;L2;100;100;0801/2013/4400/4600;09/12/2013;Contrato;24/01/2014;DFBSA0TC024;Fibra óptica TELEBRAS;POP RNP DF - SAS, Q. 05, Lote 06, Bloco H, Edf. IBICT, Sl 700;Brasília;DF;70070-910;PIPDO0TC002;Fibra óptica TELEBRAS;Rua Pres. Médici, s/n;Pedro II;PI;64255-000;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.388,92 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNL2000002;RNP MACAÍBA - UFRN CAMPUS MACAÍBA;L2;100;100;0259/2013/4400/4600;06/05/2013;Contrato;01/11/2013;RNNTL0PP002;Fibra óptica TELEBRAS;POP RNP RN - Universidade Federal do Rio Grande do Norte Avenida Senador Salgado Filho, 3000;Natal;RN;59.078-900;RNNTL0PP001;Fibra óptica TELEBRAS;Campus de Macaíba -Rodovia RN 103, km 03  Jundiaí;Natal;RN;59280-000;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.610,82 ;00/00/0000;operação;mudança de endereço;"10/12 - Realizado alteração de endereço do PoP DF para PoP RN. Atualizado Cacti e ferramentas de Gerência, de>para e Controle RNP da engenharia.
07/12 - Agendado alteração da configuração para 10/12
27/11 - Recebido OS e VT para alteração de Endereço. Projeto de Cliente OK
Engenharia já entregou o RTCE concentrador ativado"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNL2000003;RNP SANTA CRUZ - UFRN;L2;100;100;0260/2013/4400/4600;06/05/2013;Contrato;20/02/2014;RNNTL0PP002;Fibra óptica TELEBRAS;POP RNP RN - Universidade Federal do Rio Grande do Norte Avenida Senador Salgado Filho, 3000;Natal;RN;59.078-900;RNSNZ0PP001;Fibra óptica TELEBRAS;UFRN - Praça Tequinha Farias, nº 13  Centro;Santa Cruz;RN;59200-000;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.833,00 ;00/00/0000;operação;mudança de endereço;"10/12 - Realizado alteração de endereço do PoP DF para PoP RN. Atualizado Cacti e ferramentas de Gerência, de>para e Controle RNP da engenharia.
07/12 - Agendado alteração da configuração para 10/12 27/11 - Recebido OS e VT para alteração de Endereço para PoP Natal. Projeto de Cliente OK Engenharia já entregou o RTCE concentrador ativado"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNL2000004;RNP MOSSORÓ - IFRN;L2;100;100;0261/2013/4400/4600;06/05/2013;Contrato;08/11/2013;RNNTL0PP002;Fibra óptica TELEBRAS;POP RNP RN - Universidade Federal do Rio Grande do Norte Avenida Senador Salgado Filho, 3000;Natal;RN;59.078-900;RNMRO0PP001;Fibra óptica TELEBRAS;Rua Raimundo Firmino de Oliveira, 400   Presidente Costa e Silva -Campus IFRN;Mossoró;RN;59628-330;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.610,82 ;00/00/0000;operação;mudança de endereço;"10/12 - Realizado alteração de endereço do PoP DF para PoP RN. Atualizado Cacti e ferramentas de Gerência, de>para e Controle RNP da engenharia.
07/12 - Agendado alteração da configuração para 10/12 27/11 - Recebido OS e VT para alteração de Endereço para o PoP Natal. Projeto de Cliente OK Engenharia já entregou o RTCE concentrador ativado"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNL2000005;RNP MOSSORÓ - UFERSA;L2;1000;1000;0264/2013/4400/4600;06/05/2013;Contrato;31/10/2014;RNNTL0PP002;Fibra óptica TELEBRAS;POP RNP RN - Universidade Federal do Rio Grande do Norte Avenida Senador Salgado Filho, 3000;Natal;RN;59078-900;RNMRO0PP001;Fibra óptica TELEBRAS;BR 110, km 47, Avenida Francisco Mota, 572;Mossoró;RN;59625-900;Kleber Jacinto;(84) 3317-8243;;kleber@ufersa.edu.br;R$ 80.897,65 ;00/00/0000;operação;mudança de endereço;"09/12 - Realizado migração para o pop Natal.
Atualizado Cacti e Ferramentas de gerência, planilha de>para e controle RNP Engenharia.
07/12 - Agendado alteração da configuração para 09/12 
27/11 - Recebido OS e VT para alteração de Endereço para o PoP Natal. Projeto de Cliente OK Engenharia já entregou o RTCE concentrador ativado"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNL2000006;RNP PARNAMIRIM - IFRN;L2;100;100;0716/2013/4400/4600;26/09/2013;Contrato;08/11/2013;RNNTL0PP002;Fibra óptica TELEBRAS;POP RNP RN - Universidade Federal do Rio Grande do Norte Avenida Senador Salgado Filho, 3000;Natal;RN;59.078-900;RNNTL0PP001;Fibra óptica TELEBRAS;Av. Piloto Pereira Tim, s/n (Rodovia BR-101), Loteamento Taborda, Quadra 4, Lotes 11 e 12 - IFRN;Natal;RN;59140-660;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.610,82 ;00/00/0000;operação;mudança de endereço;"10/12 - Realizado alteração de endereço do PoP DF para PoP RN. Atualizado Cacti e ferramentas de Gerência, de>para e Controle RNP da engenharia.
07/12 - Agendado alteração da configuração para 10/12 27/11 - Recebido OS e VT para alteração de Endereço para o PoP Natal. Projeto de Cliente OK Engenharia já entregou o RTCE concentrador ativado"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNL2000007;RNP ANGICOS - UFERSA;L2;100;100;0664/2013/4400/4600;05/09/2013;Contrato;04/11/2013;RNNTL0PP002;Fibra óptica TELEBRAS;POP RNP RN - Universidade Federal do Rio Grande do Norte Avenida Senador Salgado Filho, 3000;Natal;RN;59.078-900;RNACU0PP001;Fibra óptica TELEBRAS;Estrada Pública Angicos  Rio Velho, km 01 Fomento Agrícola - UFERSA;Açu;RN;59515-000;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.610,82 ;00/00/0000;operação;mudança de endereço;"10/12 - Realizado alteração de endereço do PoP DF para PoP RN. Atualizado Cacti e ferramentas de Gerência, de>para e Controle RNP da engenharia.
07/12 - Agendado alteração da configuração para 10/12 27/11 - Recebido OS e VT para alteração de Endereço para o PoP Natal. Projeto de Cliente OK Engenharia já entregou o RTCE concentrador ativado"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNL2000008;RNP SANTA CRUZ - IFRN;L2;100;100;0741/2013/4400/4600;15/10/2013;Contrato;20/11/2013;RNNTL0PP002;Fibra óptica TELEBRAS;POP RNP RN - Universidade Federal do Rio Grande do Norte Avenida Senador Salgado Filho, 3000;Natal;RN;59.078-900;RNSNZ0PP001;Fibra óptica TELEBRAS;Rua São Braz, 304  Paraíso - IFRN;Santa Cruz;RN;59200-000;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.610,82 ;00/00/0000;operação;mudança de endereço;"10/12 - Realizado alteração de endereço do PoP DF para PoP RN. Atualizado Cacti e ferramentas de Gerência, de>para e Controle RNP da engenharia.
27/11 - Recebido OS e VT para alteração de Endereço para PoP Natal. Projeto de Cliente OK"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNL2000011;RNP CURRAIS NOVOS - UFRN;L2;100;100;0892/2014/4400/4600;18/02/2014;Contrato;19/03/2014;RNNTL0PP002;Fibra óptica TELEBRAS;POP RNP RN - Universidade Federal do Rio Grande do Norte Avenida Senador Salgado Filho, 3000;Natal;RN;59.078-900;RNSMS0PP001;Fibra óptica TELEBRAS;Rua Manoel Lopes Filho, 733  - UFRN;Santana do Matos;RN;59380-000;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.610,82 ;00/00/0000;operação;mudança de endereço;"10/12 - Realizado alteração de endereço do PoP DF para PoP RN. Atualizado Cacti e ferramentas de Gerência, de>para e Controle RNP da engenharia.
27/11 - Recebido OS e VT para alteração de Endereço para PoP Natal. Projeto de Cliente OK"
