Cliente;Designação;Evento;Data Recebimento;Data Execução;Banda;Número OS;Ocorrência;Observação
;DFBL000024;ativado;03/05/2016;03/05/2016;100;0347/2016/DC/4600;17296;03/05/16 - Efetuado testes de ativação com o Marcelo da Advanta.  Tudo ok e validado
;DFIT000002;em ativação;13/11/2015;13/11/2015;0;;;13/11 - handover realizado
;DFIT000002;ativado;13/11/2015;13/11/2015;10;;12363;13/11 - Circuito ativado. Será comparilhado a porta com o circuito de teste L3 VPN
;DFIT000002;ativado;26/02/2015;27/02/2015;10;;;Circuito de teste ativado em Brasília Sede - Acordo Operação e Engenharia
;PAPW000001;ativado;06/11/2014;06/11/2014;100;Circuito escritório de Belém;;Circuito ativado pela Engenharia para o Escritório de Belém
;RJPW000001;ativado;01/08/2014;29/08/2014;100;Ativado pela engenharia;;Circuito para atendimento ao Escritório de Serviço do Rio de Janeiro
;RSAC000010;desativado;17/03/2016;00/00/0000;0;0193/2016/DC/4600;15839;17/03/2016 - Desativação de circuito
;RSAC000010;pend. implantação;26/11/2015;21/12/2015;0;099/2015/DC/4600;13014;"07/12 - Em implantação 
01/12 - Enviadas OSO e VTA para Engenharia

Link para atendimento para a Festa da UVA 9 18/02/16 a 06/03/16.
Acordo feito com o Sergio Bittar (presidente Telebras) e Gilberto Paganotto (Regional Porto Alegre)"
;RSAC000010;em teste;21/12/2015;21/12/2015;0;IMPORTANTE;;"21/12  - Este circuito é uma parceria entre Telebras e Bitcom.

O Acesso entre a Estação da Telebras e a Festa da Uva é da BITCOM. A Bitcom fez fusão em uma fibra da Telebras, na caixa R2 do ETR da Eletrosul.  Caso o circuito apresente problemas no acesso, entrar em contato com o Gestor da Bitcom:


Contato Técnico Cliente: Evandro Scholl
Telefone:		54 32099030		
Celular:		54 96176961		
E-mail Contato Técnico:	noc@bitcom.psi.br
"
;RSAC000010;pend. implantação;21/12/2015;28/12/2015;0;02056/DC/4600/2015;13014;"28/12 - Circuito em ativação
21/12 - Cliente finalizando fusão da FO. Aguardando projeto Lógico do cliente pela Engenharia. Circuito deve ser ativado até 29/12"
;RSAC000010;em ativação;28/12/2015;28/12/2015;0;02056/DC/4600/2015;13014;28/12 - Cliente ativado.
;RSAC000010;ativado;28/12/2015;28/12/2015;500;02056/DC/4600/2015;13014;Circuito ativado
;RSIT000001;ativado;22/03/2013;22/03/2013;10;;;Circuito do laboratório da TECNOPUC em Porto Alegre
;RSPW000001;ativado;10/04/2014;23/04/2014;10;Device Hostname: RTCE-PAE;;
;SPPW000001;pend. implantação;10/11/2015;10/11/2015;0;;;10/11 - Circuito do escritório de Serviço ativado pela Engenharia - Falcão
;SPPW000001;ativado;10/11/2015;10/11/2015;100;;;10/11 - Circuito ativado com acesso da Vogel
TELECOMUNICAÇÕES ALARCÃO E FERNANDES LTDA - ME;GOBL000015;desativado;04/05/2015;05/05/2015;0;01674/2015/DC/4600;8108;
;GOBL000015;pend. cliente;07/01/2013;06/03/2013;0;;;
;GOBL000015;upgrade;17/06/2013;06/03/2014;60;;;
;GOBL000015;ativado;22/03/2013;06/05/2013;20;137/2012/DC/4600;;
;GOBL000015;pend. implantação;28/11/2012;07/01/2013;0;;;
;GOBL000015;upgrade;30/07/2014;07/08/2014;100;;;
;GOBL000015;upgrade;06/05/2013;17/06/2013;40;;;
;GOBL000015;em ativação;06/03/2013;22/03/2013;0;;;
;GOBL000015;em ativação;07/01/2013;28/11/2012;0;;;
;GOBL000015;upgrade;06/03/2014;30/07/2014;80;;;
TELECOMUNICAÇÕES NORDESTE LTDA;MABL000009;ativado;30/07/2014;05/08/2014;1000;035/2012/DC/4600;;
;MABL000009;pend. comercial;31/05/2013;06/07/2014;0;;;
;MABL000009;pend. implantação;06/07/2014;10/07/2014;0;;;
;MABL000009;mudança de configuração;31/08/2015;15/09/2015;2000;01855/2015/DC/4600;10889;"15/09 - Inclusão dos blocos IPV4 e IPV6 concluída.
31/08 - Inclusão de blocos IPV4 e  IPV6 no AS do Cliente:
AS: AS28652
Blocos IPV4: 177.47.32/20 / 177.47.48/20 / 177.155.96/20 / 187.60.96/20 / 187.60.112/20 / 189.90.176/20 / 201.76.128/20
Bloco IPV6: 2804:45c::/32"
;MABL000009;upgrade;29/10/2014;22/12/2014;2000;01368/2014/DC/4600;;
;MABL000009;mudança de configuração;27/05/2015;29/05/2015;2000;Sem OS;8644;"29/05 - Em contato com o Oswaldo e Jeferson confirmamos a ativação com sucesso na segunda sessão do Pw Secundário de seu circuito, funcionou normalmente durante o período de testes.

Obs: Cliente encontra-se configurando seu equipamento para melhor uso da tabela de roteamento, devido a seu circuito ser um full route. Teste OK
27/05 - Solicitado ao NOC regularização do PW duplo"
;MABL000009;em ativação;10/07/2014;30/07/2014;0;;;
;MABL000009;pend. implantação;31/05/2013;31/05/2013;0;;;
TIM CELULAR S.A.;BAL2000012;pend. implantação;04/06/2014;04/06/2014;0;;;
;BAL2000012;ativado;04/06/2014;09/06/2014;40;01100/2014/DC/4600;; 
;DFL2000001;desativado;22/05/2012;14/01/2015;0;;12821;"20/11/15 - Aberto ocorrência 12821 solicitando retirada do rádio na ponta da TIM <Beth>

Em janeiro/15 foi aberto duas ocorrências (5725 e 5818) dadas como executadas, porém o rádio não foi retirado no cliente"
;DFL2000001;ativado;05/11/2014;22/05/2012;10;01379/2014/DC/4600;;
;DFTX000035;ativado;06/01/2014;02/06/2014;10000;0845/2014/DC/4600;;
;DFTX000035;pend. implantação;06/01/2014;06/01/2014;0;;;
;DFTX000037;ativado;06/01/2014;02/06/2014;10000;0838/2014/DC/4600;;
;DFTX000037;pend. implantação;06/01/2014;06/01/2014;0;;;
;MATX000006;pend. implantação;06/01/2014;06/01/2014;0;;;
;MATX000006;pend. cliente;06/01/2014;12/06/2015;0;839/2014/DC/4600;7041;"24/04 - Fabrício informou que TIM ainda não fez fusão das Fibras na caixa R2 nas duas localidades
11/03 - Teresina:  fusão FO TIM na caixa R2 disponibilizada ok. Porta DW já iluminando as fibras 23 e 24 direção TIM, porém, ainda não está recebendo potência da TIM
Imperatriz: AguardandoTIM realizar jumper entre o seu DGO e o da Telebras, dentro da sala da Eletronorte, posições 23 e 24 no DGO Telebras. Agendado para 23/03"
;MATX000006;pend. implantação;12/06/2015;22/06/2015;0;;7041;15/06 - Problema na placa do Canal em Imperatriz. Não foi possível a troca ainda devido a greve da Eletronrote
;MATX000006;ativado;22/06/2015;22/06/2015;10000;0839/2014/DC/4600;7041;22/06 - Email do cliente dando OK no circuito. Encaminhado Welcome kit para o pós-vendas encaminhar ao cliente
;PACI000001;ativado;31/01/2014;12/05/2014;0;0878/2014/4400/4600;;
;PACI000001;pend. implantação;31/01/2014;31/01/2014;0;;;
;PACI000002;ativado;31/01/2014;12/05/2014;0;0879/2014/4400/4600;;
;PACI000002;pend. implantação;31/01/2014;31/01/2014;0;;;
;PACI000003;ativado;31/01/2014;12/05/2014;0;0880/2014/4400/4600;;
;PACI000003;pend. implantação;31/01/2014;31/01/2014;0;;;
;PACI000004;pend. cliente;16/03/2015;00/00/0000;0;;6480;"31/05/2016 - Cliente tomou a fibra em Santa Maria. Esperando a Eletronorte aprovar o projeto do cliente em Belém.
25/05/2016 - Cliente tomou a fibra em Santa Maria. Esperando a Eletronorte aprovar o projeto do cliente em Belém.
11/05/2016 - Cliente tomou a fibra em Santa Maria. Esperando a Eletronorte aprovar o projeto do cliente em Belém.
02/05/2016 - Cliente tomou a fibra em Santa Maria. Esperando a Eletronorte aprovar o projeto do cliente em Belém.
26/04/2016 - Cliente tomou a fibra em Santa Maria. Esperando a Eletronorte aprovar o projeto do cliente em Belém.
28/08/2015 - Cliente tomou a fibra em Santa Maria. Esperando a Eletronorte aprovar o projeto do cliente em Belém.
30/06 (08/06) - Continua aguardando PROA do Cliente referente à Sta. Maria. Falta jumper do Cliente em Belém. (Bonafé coordenando)
22/04 - Emerson Baumgarten tratando diretamente com a TIM para resolver a questão dos dois DGOs instalados indevidamente no site e no rack da Telebras em Santa Maria
15/04 - Após vistoria foi constatado que a TIM instalou um DGO sem autorização no rack da Telebras. Aguardando TIM retirar o DGO e fazer fusão na caixa R2
30/03 - Cliente está perdido. Não tem FO disponível em Guamá. Será agendado uma vistoria em Santa Maria para identificar se cliente instalou ou não um DGO porque ele não tem certeza.
16/03 - Aguardando jumper da TIM em Guamá e Santa Maria do Pará"
;PACI000004;pend. implantação;04/02/2015;16/03/2015;0;OS - 01518/2015/DC/4600;6480;"16/03 - Jumper site Eletronorte OK. Aguarando cliente fazer jumper em Guamá e abordar o site da Prodepa
Encaminhado OS para Gerência de Engenharia de Redes de Transporte - 3400"
;PATX000002;ativado;06/01/2014;04/08/2014;10000;0837/2014/DC/4600;;
;PATX000002;pend. implantação;06/01/2014;06/01/2014;0;;;
;PATX000006;pend. implantação;06/01/2014;09/02/2015;0;;;"09/02/15 - disponibilizado projeto de transmissão do cliente no Databook
06/01/14 - Enviado OS e VT para a engenharia"
;PATX000006;pend. cliente;09/02/2015;29/04/2015;0;;6716;"09/04 - Fabricio informou que TIM solicitou acesso no site de MBA para executar passagem de cordão entre DGO TLB e DGO TIM. Agendado para 29/04
01/04 - TIM identificou alta atenuação na ponta de Guamá. Agendado novos testes para os dia 10/04
12/03 - TIM solicitou acesso ao PoP Prodepa em Marabá para realizar medições no circuito. Solicitado acesso, agendado para 24/03 de 08:00 às 18:00  "
;PATX000006;ativado;29/04/2015;29/04/2015;10000;;6176;"16/06 - enviado welcome kit para pós-vendas
15/06 - Em 29/04 foi feito teste ponto a ponto pela TIM, trocado os cordões e o circuito ficou Operacional desde esta data. 

 Arquivo com os emails do Felipe da TIM no databook"
;PATX000013;pend. implantação;14/11/2014;14/11/2014;0;;;
;PATX000013;ativado;22/05/2015;22/05/2015;10000;01393/2014/DC/4600;;22/05 - Circuito entregue testado para TIM. Encaminhado email para Comercial junto com o welcome kit
;PATX000013;pend. cliente;14/11/2014;28/11/2014;0;;;Aguardando FO do cliente em FLA e BLM
;RNTX000003;pend. cliente;26/08/2014;26/02/2015;0;0840/2014/DC/4600;6540;26/02 - Teste da transmissão será realizada em 26/02 pela TIM com coordenação noc Campinas Padtec - Fabrício coordenando
;RNTX000003;ativado;26/02/2015;26/02/2015;10000;0840/2014/DC/4600;6540;"26/02 - Ativado após testes.  Circuito Operacional e entregue OK para TIM 

20/04 - Enviado Welcome kit para a área de Pós Vendas"
;RNTX000003;pend. implantação;06/01/2014;26/08/2014;0;0840/2014/DC/4600;;Enviado OS e VT para a implantação
TOLEDO INFORMÁTICA  LTDA;TOBL000003;upgrade;23/05/2016;00/00/0000;0;0417/2016/DC/4600;18905;"25/05/2016 - Foi constatado que para realizar a ampliação de banda do cliente, é necessário realiza a ampliação do backbone. A ampliação do cliente será realizada após adequação do backbone
25/05/2016 - Ampliação de banda de 1600 para 1800 Mbps"
;TOBL000003;trânsito;24/05/2016;01/06/2016;1600;0428/2016/DC/4600;18880;"24/05/2016 - Pedido de Trânsito
ASN: 265342
IPv4: 168.181.172/22
IPv6: 2804:2e60::/32"
;TOBL000003;trânsito;24/05/2016;02/06/2016;1600;0427/2016/DC/4600;18876;"24/05/2016 - Pedido de Trânsito de AS
ASN: 264936
IPv4: 168.232.80/22
IPv6: 2804:3034::/32"
;TOBL000003;ativado;00/00/0000;02/07/2012;40;00020/2011/DC/4600;;
;TOBL000003;upgrade;23/01/2015;03/02/2015;500;01523/2015/DC/4600;6161;
;TOBL000003;trânsito;25/05/2015;03/06/2015;800;01702/2015/DC/4600;8576;"ASN: 264257/IPV4: 138.118.108/22
ASN: 52833/IPV4: 177.53.196/22 / IPV4: 138.94.80/22																								"
;TOBL000003;upgrade;03/07/2015;03/07/2015;1000;01762/2015/DC/4600;9571;
;TOBL000003;upgrade;21/03/2014;05/06/2014;200;01103/2014/DC/4600;;
;TOBL000003;upgrade;05/06/2014;05/11/2014;400;01378/2014/DC/4600;;
;TOBL000003;trânsito;28/04/2015;06/05/2015;800;01651/2015/DC/4600;7995;"ASN: 262598 IPV4: 177.75.224/20
ASN: 52833 IPV4: 177.53.196/22"
;TOBL000003;upgrade;05/05/2016;06/05/2016;1600;0368/2016/DC/4600;17837;06/05/2016 - Ampliação de banda de 1500 para 1600 Mbps
;TOBL000003;upgrade;10/06/2015;11/06/2015;900;01725/2015/DC/4600;8887;
;TOBL000003;mudança de configuração;01/07/2015;17/07/2015;900;1754/4600/2015;9546;"17/07 - Inclusão dos blocos efetivada
01/07 - Inclusão de blocos IPV4 e IPV6
ASN: 52721 
IPV-4: 138.185.108/22
IPV-6: 2804:2664::/32 "
;TOBL000003;upgrade;02/07/2012;18/09/2012;60;00129/2012/DC/4600;;
;TOBL000003;upgrade;00/00/0000;19/02/2015;600;01534/2015/DC/4600;6288;
;TOBL000003;upgrade;20/03/2015;20/03/2015;800;01600/2015/DC/4600;7255;
;TOBL000003;upgrade;18/09/2012;21/03/2014;150;00930/2014/DC/4600;;
;TOBL000003;pend. implantação;24/08/2015;22/09/2015;0;;11414;"22/09 - Ampliação do backhaul concluída.
22/09 - Em elaboração de projeto lógico e abertura de RDM para cliente realizar fusões.
24/08 - Em ampliação de equipamento pelo eng. de acesso."
;TOBL000003;bloqueado;22/10/2015;22/10/2015;0;;12215;22/10 - bloqueio a pedido da área de arrecadação.
;TOBL000003;upgrade;05/11/2014;23/01/2015;450;01502/2015/DC/4600;;
;TOBL000003;trânsito;07/03/2016;23/03/2016;1500;0166/2016/DC/4600;15551;"23/03/2016 - Transito de AS realizado junto aos peerings
07/03/2016 - Inclusão de Transito de AS."
;TOBL000003;desbloqueado;23/10/2015;23/10/2015;1500;;12231;23/10 - Desbloqueio a pedido da área de arrecadação.
;TOBL000003;upgrade;21/08/2015;24/09/2015;1500;01844/2015/DC/4600;10731;"24/09 - Banda ampliada para 1500 Mbps.
24/08 - Solicitado a ampliação do backhaul.
21/08 - Ocorrência devolvida pelo NOC."
;TOBL000003;trânsito;17/07/2015;27/08/2015;1000;1791/4600/2015;9921;"27/08 - Transito liberado.
20/07 - Solicitado o Transito:
AS: 263837
Blocos: 138.122.240/22 - 2804:2664::/32) "
;TOBL000003;trânsito;06/08/2015;27/08/2015;1000;01817/4600/2015;10318;"27/08 - Transito liberado.
06/08 - Transito para  AS 61655 (IPV4: 131.100.236/22 - IPV6: 2804:1c6c::/32) e AS 264465 (IPV4: 132.255.120/22)"
;TOBL000003;trânsito;13/08/2015;27/08/2015;1000;01828/2015/DC/4600;10473;"27/08 - Transito liberado
13/08 - Transito para  AS 52833 (Ipv-6: 2804:27AC::/32)"
;TOBL000003;trânsito;18/04/2016;28/04/2016;1500;0306/2016/DC/4600;16866;"18/04/2016 - Transito de AS - ASN: 265257
IPV4: 168.0.168/22 - IPV6: 2804:2d04::/32."
;TOBL000003;trânsito;12/05/2015;29/05/2015;800;01681/2015/DC/4600;8273;"ASN: 264525 IPv4: 138.0.52/22
IPv6: 2804:20fc::/32		"
TOTAL AUTOMAÇÃO COMÉRCIO DE PEÇAS E EQUIPAMENTOS DE INFORMÁTICA LTDA - ME;GOBL000037;agendado;24/05/2016;00/00/0000;0;02048/2015/DC/4600;13501;"15/05/2016 - Aguardando cliente. Retornar 30/05/2016.
24/05/2016 - Em ativação."
;GOBL000037;pend. implantação;16/12/2015;16/12/2015;0;02048/2015/DC/4600;13501;16/12 - Encanminhada OS e VTA para Engenharia.
;GOBL000037;pend. cliente;17/12/2015;22/02/2016;0;;;"22/02/2016 - Fusões executadas pelo cliente.
16/02/2016 - Agendado fusões para 19/02
04/02/2016 - Agendado fusões para 16/02.
25/01 - Aguardando cliente realizar fusões de FO na caixa de emenda óptica Telebras. Atividade agendada para dia 28/01/2016.
20/01 - Aguardando PROA cliente.
29/12 - Reiterado com o cliente a necessidade de PROA
17/12 - Aguardando cliente apresentar projeto de abordagem."
;GOBL000037;pend. implantação;22/02/2016;24/05/2016;0;;;"24/05/2016 - Prosseguir com a ativação.  Trecho Rio Verde e Cuiabá aceito.
03/05/2016 - Trecho Rio Verde e Cuiabá em aceitação pela O&M.
26/04/2016 - Trecho Rio Verde e Cuiabá em aceitação pela O&M.
19/04/2016 - Aguardando conclusão da obra da GVT para realizar handover.
12/04/2016 - Aguardando conclusão da obra da GVT para realizar handover.
29/03/2016 - A atividade da GVT ficou para o dia 16/03. Acesso do cliente pronto, handover será executado após ativação do POP.
21/03/2016 - A atividade da GVT ficou para o dia 16/03. Acesso do cliente pronto, handover será executado após ativação do POP.
15/03/2016 - A atividade da GVT ficou para o dia 16/03. Acesso do cliente pronto, handover será executado após ativação do POP.
07/03/2016 - Aguardando ativação do POP Santa Rita do Araguaia, GERT informou que atividade da GVT está programada para 06/03. Acesso do cliente pronto, handover será executado após ativação do POP.
01/03/2016 - Aguardando ativação do POP Santa Rita do Araguaia, GERT informou que atividade da GVT está programada para 06/03. Acesso do cliente pronto, handover será executado após ativação do POP.
23/02/2016 - Aguardando ativação do POP Santa Rita do Araguaia, GERT informou que atividade da GVT está programada para 06/03. Acesso do cliente pronto, handover será executado após ativação do POP."
TURBO NET COMUNICAÇÃO E INFORMÁTICA LTDA;PABL000017;pend. cliente;30/09/2015;03/11/2015;0;;;"27/10 - Aguardando cliente realizar fusões de FO.
20/10 - Aguardando cliente realizar fusões de FO.
06/10 - Aguardando projeto de abordagem cliente.
30/09 - Aguardando projeto de abordagem cliente."
;PABL000017;pend. implantação;03/11/2015;11/11/2015;0;;;03/11 - Realizado Fusões e teste de OTDR.
;PABL000017;pend. cliente;11/11/2015;11/12/2015;0;;;"24/11 - Cliente lançou fibra errada (multi modo) aguardando cliente trocar FO.
17/11 - Aguardando cliente realizar fusões e enviar relatório do teste de OTDR.
11/11 - Aguardando Fusões e teste de OTDR."
;PABL000017;em ativação;11/12/2015;16/12/2015;0;01911/2015/DC/4600;11635;"16/12 - Cliente ativado

16/12 - Terminada validação com o cliente

14/12 - Agendada ativação para 15/12 as 10h30min

11/12 - Realizado handover para operação"
;PABL000017;ativado;16/12/2015;16/12/2015;150;01911/2015/DC/4600;11635;16/12 - Cliente ativado
;PABL000017;pend. implantação;29/09/2015;30/09/2015;0;01911/2015/DC/4600;11635;29/09 - OS e VTA enviados para Engenharia
TURBONETT TELECOMUNICAÇÕES LTDA - ME;MABL000023;upgrade;16/10/2014;02/02/2015;1200;01436/2015/DC/4600;5343;
;MABL000023;upgrade;16/06/2014;03/07/2014;800;01140/2014/DC/4600;;
;MABL000023;desativado;22/04/2016;04/05/2016;0;0331/2016/DC/4600;17038;"04/05/2016 - Processo de desativação concluído.
22/04/2016 - Pedido de desativação do circuito"
;MABL000023;trânsito;16/12/2015;05/01/2016;1500;02049/2015/DC/4600;13480;"05/01 - Transito liberado.
16/12 - Transito AS: 265192 / IPV4: 167.249.144/22 / IPV6: 2804:2c10::/32						"
;MABL000023;ativado;27/03/2014;08/05/2014;600;00919/2014/DC/4600;;
;MABL000023;downgrade;11/09/2015;11/09/2015;1500;01877/2015/DC/4600;11134;11/09 - Redução da banda executada.
;MABL000023;upgrade;09/02/2015;12/02/2015;1500;01539/2015/DC/4600;6343;
;MABL000023;upgrade;03/07/2014;14/07/2014;850;01155/2014/DC/4600;;
;MABL000023;upgrade;08/05/2014;16/06/2014;700;01117/2014/DC/4600;;
;MABL000023;upgrade;16/07/2015;16/07/2015;1800;01786/2015/DC/4600;9842;
;MABL000023;upgrade;24/09/2014;16/10/2014;1000;01351/2014/DC/4600;;
;MABL000023;pend. implantação;18/03/2014;18/03/2014;0;;;
;MABL000023;pend. cliente;18/03/2014;20/03/2014;0;;;
;MABL000023;trânsito;15/04/2015;20/04/2015;1500;01642/2015/DC/4600;7810;"20/04 - Transito liberado
15/04 - Solicitado ao NOC liberação do Trânsito junto aos peerings"
;MABL000023;upgrade;24/07/2015;24/07/2015;2000;01798/2015/DC/4600;10045;"24/07 - Ampliação de banda efetivada.
24/07 - OS e VTA recebida pela Comercial."
;MABL000023;upgrade;28/07/2014;24/09/2014;950;01324/2014/DC/4600;;
;MABL000023;pend. cliente;20/03/2014;27/03/2014;0;;;
;MABL000023;upgrade;14/07/2014;28/07/2014;900;01230/2014/DC/4600;;
;MABL000043;pend. implantação;05/01/2016;08/01/2016;0;0008/2016/DC/4600;13955;08/01 - Enviada OS e VTA para Engenharia
;MABL000043;pend. cliente;11/01/2016;18/02/2016;0;;;"16/02/2016 - Agendado as fusões de FO nas caixas de emenda óptica Telebras p/ o dia 16/02/16.
03/02 - Agendado as fusões de FO nas caixas de emenda óptica Telebras p/ o dia 16/02/16.
26/01 - Aguardando PROA cliente
20/01 - Aguardando PROA cliente
11/01 - Solicitado PROA e ID"
;MABL000043;pend. implantação;18/02/2016;24/02/2016;0;;;"24/02/2016 - Projeto lógico elaborado
18/02/2016 - Aguardando projeto lógico para realizar handover."
;MABL000043;em ativação;25/02/2016;27/02/2016;0;0008/2016/DC/4600;13955;"27/02/2016 - Concluída a ativação.
25/02/2016 - Em ativação"
;MABL000043;ativado;27/02/2016;27/02/2016;1000;0008/2016/DC/4600;13955;27/02/2016 - Cliente ativado
;MABL000046;pend. implantação;23/02/2016;01/03/2016;0;0136/2016/DC/4600;15142;23/02/2016 - Enviada OS e VTA para Engenharia
;MABL000046;pend. cliente;01/03/2016;17/03/2016;0;;;"15/03/2016 - Fusões realizadas, aguardando projeto lógico.
07/03/2016 - Aguardando cliente realizar fusões na estação Telebras, agendado para 09/03
01/03/2016 - Aguardando cliente realizar fusões na estação Telebras."
;MABL000046;pend. implantação;17/03/2016;23/03/2016;0;;;"23/03/2016 - Handover para operação.
21/03/2016 - Aguardando projeto lógico pela GERT.
17/03/2016 - Aguardando projeto lógico pela GERT."
;MABL000046;em ativação;23/03/2016;23/03/2016;0;;;23/03/2016 - Em ativação.
;MABL000046;trânsito;31/03/2016;27/04/2016;2000;0232/2016/DC/4600;16334;31/03/2016 - Pedido de Trânsito junto aos peerings
;MABL000046;agendado;23/03/2016;30/03/2016;0;0136/2016/DC/4600;15142;"30/03/2016 - Cliente ativado.
29/03/2016 - Reagendada ativação para 29/03 as 09h30min.
28/03/2016 - Circuito configurado na rede e Topologia do Cliente refeita.

28/03/2016 - No momento da ativação o cleinte informou que queria rota dinâmica (BGP). Foi solicitado novo projeto para a Engenharia. 

24/03/2016 - Agendada ativação do circuito para 28/03 as 09h
23/03/2016 - Aguardar a execução da SDM 16035.
23/03/2016 - Agendar a configuração após execução da  OS de migração do bloco IP do cliente MABL000045 - R L GUIMARAES  IMPERATRIZ, pois o bloco  antigo do cliente R L GUIMARAES será reaproveitado para o cliente Turbonett, de modo  a diminuir a fragmentação de endereçamento IP."
;MABL000046;ativado;30/03/2016;30/03/2016;2000;0136/2016/DC/4600;15142;30/03/2016 - Cliente ativado.
;MAL2000010;pend. implantação;05/01/2016;00/00/0000;0;0009/2016/DC/4600;13958;08/01 - Enviada OS e VTA para Engenharia
;MAL2000010;pend. cliente;12/05/2016;00/00/0000;0;;;"31/05/2016 - Necessário cliente interagir com o NIC.br para finalização da instalação.
24/05/2016 - Necessário cliente interagir com o NIC.br para finalização da instalação.
11/05/2016 - Necessário cliente interagir com o NIC.br para finalização da instalação."
;MAL2000010;em ativação;26/02/2016;02/03/2016;0;;13958;"02/03/2016 - Pre-agendado para 03/03 as 09h
29/02/2016 - Em configuração
26/02/2016 - Em ativação"
;MAL2000010;agendado;02/03/2016;03/03/2016;0;0009/2016/DC/4600;13958;"03/03/2016 - Cliente não está conseguindo se comunicar com o PTT.
02/03/2016 - Agendado para 02/03 as 15h20min"
;MAL2000010;pend. implantação;16/03/2016;12/05/2016;0;;;"03/05/2016 - Necessário cliente interagir com o NIC.br para finalização da instalação.
26/04/2016 - Realizada instalação de cordões com o ASN do cliente. Necessário cliente interagir com o NIC.br para finalização da instalação. (projeto lógico pronto)
19/04/2016 - Realizada instalação de cordões com o ASN do cliente. Necessário cliente interagir com o NIC.br para finalização da instalação. (projeto lógico pronto)
12/04/2016 - Realizada instalação de cordões com o ASN do cliente. Necessário cliente interagir com o NIC.br para finalização da instalação. (projeto lógico pronto)
29/03/2016 - Realizada instalação de cordões com o ASN do cliente. Necessário cliente interagir com o NIC.br para finalização da instalação. (projeto lógico pronto)
21/03/2016 - Realizada instalação de cordões com o ASN do cliente. Necessário cliente interagir com o NIC.br para finalização da instalação.
15/03/2016 - Realizada instalação de cordões com o ASN do cliente. Necessário cliente interagir com o NIC.br para finalização da instalação."
;MAL2000010;pend. cliente;03/03/2016;16/03/2016;0;;;"09/03/2016 - Problemas do cliente com a conexão no PIX Telebras na Alog. Logo que o cliente resolver a pendência com o IX.BR irá ser remarcada a ativação de circuito

07/03/2016 - Problemas do cliente com a conexão no PIX Telebras na Alog
03/03/2016 - Cliente não está conseguindo se comunicar com o PTT."
;MAL2000010;pend. cliente;20/01/2016;17/02/2016;0;;;"17/02/2016 - Devolvida a OS para retificação.
16/02/2016 - Aguardando cliente conectar ao Pix Telebras
04/02/2016 - Aguardando cliente realizar fusões, agendado para 15/02/2016
26/01/2016 - Aguardando PROA cliente
20/01/2016 - Aguardando PROA cliente"
;MAL2000010;pend. comercial;17/02/2016;23/02/2016;0;;;"17/02/2016 - OS para retificação. (1) Será necessário o cliente abordar em duas portas de 1 Gbps invés de 1 porta de 10 Gbps. Motivo: Não existe porta disponível na ALOG para este tipo de atendimento; (2) Não está claro as informações de c-VLAN do cliente na OS."
;MAL2000010;pend. cliente;18/02/2016;26/02/2016;0;;;"26/02/2016 - Cliente já realizou duas fusões no POP de Presidente Dutra e informa que já se conectou no Pix Telebras na Alog - encaminhando para operação seguir com ativação do cliente.
25/02/2016 - OS para retificação. (1) Será necessário o cliente abordar em duas portas de 1 Gbps invés de 1 porta de 10 Gbps. Motivo: Não existe porta disponível na ALOG para este tipo de atendimento; (2) Não está claro as informações de c-VLAN do cliente na OS."
;PIBL000003;pend. cliente;20/01/2016;18/04/2016;0;;;"18/04/2016 - Handover para a operação.
12/04/2016 - Aguardando cliente concluir infra para agendarmos fusão de FO
05/04/2016 - Aguardando cliente concluir infra para agendarmos fusão de FO
29/03/2016 - Aguardando cliente concluir infra para agendarmos fusão de FO
21/03/2016 - Aguardando cliente concluir infra para agendarmos fusão de FO
15/03/2016 - Aguardando cliente concluir infra para agendarmos fusão de FO
07/03/2016 - Aguardando cliente concluir infra para agendarmos fusão de FO
25/02/2016 - Aguardando cliente concluir infra para agendarmos fusão de FO
16/02/2016 - Em reagendamento, infra do cliente não foi concluído no dia 12/02.
04/02/2016 - Aguardando cliente realizar fusões, agendado para 12/02/2016
26/01/2016 - Aguardando PROA cliente
20/01/2016 - Aguardando PROA cliente"
;PIBL000003;pend. implantação;05/01/2016;20/01/2016;0;0007/2015/DC/4600;13951;08/01 - Enviada OS e VTA para Engenharia
;PIBL000003;agendado;18/04/2016;25/04/2016;0;;;"25/04/2016 - Cliente ativado.
19/04/2016 - Cliente configurado e agendada a ativação para 17:00 hs.
18/04/2016 - Em ativação."
;PIBL000003;ativado;25/04/2016;25/04/2016;500;0007/2015/DC/4600;13951;25/04/2016 - Cliente ativado.
TV OMEGA LTDA;DFAC000038;bloqueado;01/02/2016;01/02/2016;0;;14608;01/02 - Cliente bloqueado a pedido da área de arrecadação.
;DFAC000038;desbloqueado;02/02/2016;02/02/2016;20;;14635;02/02 - Solicitação de desbloqueio.
;DFAC000038;em ativação;29/07/2015;05/08/2015;0;01745/2015/DC/4600;9458;"05/08 - Handover para operação realizado em 29/07.
29/07 - Recebido Handover"
;DFAC000038;ativado;04/08/2015;05/08/2015;20;01745/2015/DC/4600;10210;05/08 - Cliente confimou ativação dos 20 Mbps
