designacao;cliente;descricao;regional;tipo_servico;banda_contratada;banda_ativada;os_ativacao;data_os;tipo_os;data_ativacao;contrato;aditivo;estacaoA;ufA;estacaoB;ufB;valor;previsao;status;ultimo_evento
SPAC000005;INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA;INFRAERO CONGONHAS;;AC;10;0;0866/2014/4400/4600;2014-01-31;Contrato;2016-01-01;;;;SP;;;0.00;2016-01-01;cancelado;cancelado
DFAC000062;INFRAMERICA CONCESSIONARIA DO AEROPORTO DE BRASILIA;INFRAMERICA;Brasília;AC;50;50;0135/2016/DC/4600;2016-03-22;Contrato;2016-04-26;4730/014/2016;;DFBSA0PM012;DF;;;8000.00;2016-01-01;operação;ativado
RJL2000017;INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;IBGE - ENCE-CBPF;;L2;20;20;090/2015/DC/4600;2015-10-08;Oportunidade;2016-05-04;;;RJRJO0PM012;RJ;RJRJO0PM002;RJ;5932.21;2016-02-03;operação;ativado
ACL3000002;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;10;0;0103/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;AC;;;12572.39;2016-06-16;instalação;pend. implantação
AML3000004;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;10;0;0104/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;AM;;;13519.81;2016-06-16;instalação;pend. implantação
DFL3000023;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;10;0;0108/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;DF;;;12572.39;2016-06-30;instalação;pend. implantação
DFL3000024;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;10;0;0110/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;DF;;;12572.39;2016-06-28;instalação;pend. implantação
DFL3000025;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;300;0;0111/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;DF;;;115638.90;2016-06-30;instalação;pend. implantação
DFL3000026;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;40;0;0105/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;DF;;;7882.75;2016-06-30;instalação;pend. implantação
DFL3000027;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;40;0;0106/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;DF;;;7882.75;2016-06-30;instalação;pend. implantação
DFL3000028;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;150;0;0107/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;DF;;;64019.70;2016-06-30;instalação;pend. implantação
MAL3000002;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;10;0;0109/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;MA;;;12572.39;2016-06-17;instalação;pend. implantação
MGL3000008;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;20;0;0113/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;MG;;;6614.86;2016-07-16;instalação;pend. comercial
MTL3000004;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;10;0;0114/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;MT;;;13940.01;2016-06-16;instalação;pend. implantação
PEL3000004;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;10;0;0112/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;PE;;;13124.21;2016-06-16;instalação;pend. implantação
RJL3000010;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;20;0;0116/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;RJ;;;7007.72;2016-06-27;instalação;pend. comercial
RJL3000011;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;10;0;0117/2016/DC/4600;2016-04-05;Oportunidade;2016-01-01;;;;RJ;;;13319.07;2016-06-27;instalação;pend. comercial
SEL3000002;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;10;0;0115/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;SE;;;12934.96;2016-08-08;instalação;pend. implantação
TOL3000002;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;10;0;0118/2016/4600;2016-04-06;Oportunidade;2016-01-01;;;;TO;;;12572.39;2016-06-16;instalação;pend. implantação
TOL3000003;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;10;0;0119/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;TO;;;12572.39;2016-06-16;instalação;pend. implantação
TOL3000004;INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;IBAMA;Governo;L3;10;0;0120/2016/DC/4600;2016-04-06;Oportunidade;2016-01-01;;;;TO;;;12572.39;2016-06-16;instalação;pend. implantação
DFAC000022;INSTITUTO BRASILEIRO DE TURISMO;EMBRATUR;;AC;100;100;01001/2014/DC/4600;2014-04-30;Contrato;2014-05-26;;;DFBSA0PP004;DF;;;15834.91;2016-01-01;operação;mudança de configuração
SPAC000001;INSTITUTO CAMPUS PARTY;CAMPUS PARTY 1;;AC;20000;0;066/2016/DC/4600;2016-01-22;Contrato;2016-01-25;;;SPBRE0PP001;SP;;;0.00;2016-01-25;desativado;desativado
SPAC000002;INSTITUTO CAMPUS PARTY;CAMPUS PARTY 2;;AC;20000;0;067/2016/DC/4600;2016-01-22;Contrato;2016-01-01;;;;SP;;;0.00;2016-01-25;cancelado;cancelado
CEAC000004;INSTITUTO FEDERAL DE EDUCAÇÃO,CIÊNCIAS E TECNOLOGIA DO CEARA;IFCE;;AC;20;20;843/2014/4500/4600;2014-01-10;Contrato;2014-03-28;;;CEMCW0PP001;CE;CEMCW0PP001;CE;0.00;2016-01-01;operação;ativado
DFAC000002;INSTITUTO NACIONAL DE METEROLOGIA;INMET;;AC;0;0;;2016-01-01;Contrato;2011-09-15;;;DFBSA0PP001;DF;DFBSA0PP001;DF;0.00;2016-01-01;desativado;desativado
PATX000008;INTELIG TELECOMUNICAÇÕES LTDA;INTELIG BLM-BSA 1;;TX;10000;10000;01388/2014/DC/4600;2014-11-14;Contrato;2014-11-28;;;DFBSA0PP001;PA;PABLM0PP001;PA;0.00;2016-01-01;operação;ativado
PATX000009;INTELIG TELECOMUNICAÇÕES LTDA;INTELIG - BLM-FLA 1;;TX;10000;10000;01389/2014/DC/4600;2014-11-14;Contrato;2014-11-28;;;CEFLA0PP001;PA;PABLM0PP001;PA;0.00;2016-01-01;operação;ativado
PATX000010;INTELIG TELECOMUNICAÇÕES LTDA;INTELIG - BLM-FLA 2;;TX;10000;10000;01390/2014/DC/4600;2014-11-14;Contrato;2014-12-17;;;CEFLA0PP001;PA;PABLM0PP001;PA;0.00;2016-01-01;operação;ativado
PATX000011;INTELIG TELECOMUNICAÇÕES LTDA;INTELIG - BLM-FLA 3;;TX;10000;1000;01391/2014/DC/4600;2014-11-14;Contrato;2014-12-16;;;CEFLA0PP001;PA;PABLM0PP001;PA;0.00;2016-01-01;operação;ativado
PATX000012;INTELIG TELECOMUNICAÇÕES LTDA;INTELIG - BLM-FLA 4;;TX;10000;10000;01392/2014/DC/4600;2014-11-14;Contrato;2014-12-17;;;CEFLA0PP001;PA;PABLM0PP001;PA;0.00;2016-01-01;operação;ativado
MTBL000003;INTERFIBRAS TELECOMUNICAÇÕES LTDA - EPP;INTERFIBRAS;Brasília;BL;250;250;01758/2015/DC/4600;2015-07-02;Contrato;2015-08-17;4730/019/2015;;MTROI0PP002;MT;;;9487.00;2016-01-01;operação;upgrade
PRL2000014;INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.;INTERNEXA - SÃO MATEUS DO SUL-BARUERI;;L2;1000;1000;01966/2015/DC/4600;2016-01-01;Contrato;2016-01-08;;;PRCTA0PP001;PR;SPBRE0PM002;SP;25000.00;2016-01-01;operação;mudança de configuração
RSL2000007;INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.;INTERNEXA - SANTA CRUZ DO SUL-BARUERI;;L2;1000;0;01898/2015/DC/4600;2015-09-21;Contrato;2016-01-01;;;;RS;;;25000.00;2015-10-01;cancelado;cancelado
RSL2000008;INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.;INTERNEXA - SÃO LUIZ GONZAGA - PORTO ALEGRE;;L2;200;0;01919/2015/DC/4600;2015-09-30;Contrato;2016-01-01;;;;RS;;;5000.00;2015-10-15;cancelado;cancelado
RSL2000009;INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.;INTERNEXA - SANTANA DO LIVRAMENTO-BARUERI;;L2;200;0;01972/2015/DC/4600;2015-11-11;Contrato;2015-12-22;;;RSSIV0PP001;RS;SPBRE0PP001;SP;5000.00;2015-12-28;desativado;desativado
SPBL000008;INTERVALE TELECOM LTDA ME;INTERVALE;;BL;100;0;0138/2012/DC/4600;2012-09-28;Contrato;2016-01-01;;;;SP;;;1900.00;2016-01-01;cancelado;cancelado
PIBL000001;IP2TEL SERVICOS DE COMUNICACAO MULTIMIDIA LTDA - ME;IP2TEL;;BL;4000;2500;01771/2015/DC/4600;2015-07-08;Contrato;2015-08-11;4710/013/2015;;PITSA0PP001;PI;PITSA0PP001;PI;124000.00;2015-08-08;operação;trânsito
PIL2000002;IP2TEL SERVICOS DE COMUNICACAO MULTIMIDIA LTDA - ME;IP2TEL TERESINA-BRASILEIRA;;L2;250;0;01983/2015/DC/4600;2015-11-27;Contrato;2016-01-01;;;PITSA0PP001;PI;PIBSLATR001;PI;6880.00;2016-01-27;cancelado;cancelado
MGBL000011;IPINFO TELECOM E INFORMÁTICA ME;IPINFO;;BL;400;0;00219/2013/DC/4600;2013-02-15;Contrato;2013-09-19;;;MGSJBATR001;MG;MGSJBATR001;MG;26704.00;2016-01-01;bloqueado;bloqueado
MABL000002;ISOTELCO LTDA - EPP;ISOTELCO - IMPERATRIZ;Belém;BL;500;0;0212/2013/DC/4600/3500;2012-08-29;Contrato;2012-10-24;;;MAITZ0PP001;MA;;;10298.25;2016-01-01;desativado;desativado
MABL000042;ISOTELCO LTDA - EPP;ISOTELCO - IMPERATRIZ;Belém;BL;1000;1000;02044/2015/DC/4600;2016-01-06;Contrato;2016-01-26;;;MAITZ0TR001;MA;;;24000.00;2016-01-25;operação;trânsito
MAP2000002;ISOTELCO LTDA - EPP;ISOTELCO - IMPERATRIZ-BARUERI;Belém;P2;1000;0;0247/2016/DC/4600;2016-04-07;Contrato;2016-01-01;;;;MA;;;11000.00;2016-08-08;instalação;pend. implantação
PABL000003;ISOTELCO LTDA - EPP;ISOTELCO - BELEM;Belém;BL;0;0;;2016-01-01;Contrato;2012-11-12;;;PABLM0PP001;PA;PABLM0PP001;PA;0.00;2016-01-01;desativado;desativado
PABL000010;ISOTELCO LTDA - EPP;ISOTELCO - MARABÁ;Belém;BL;500;0;OS - 00076/2012/DC/4600;2014-08-26;Contrato;2016-01-01;;;PAMBA0PP002;PA;;;8955.00;2016-01-01;cancelado;cancelado
PABL000027;ISOTELCO LTDA - EPP;ISOTELCO - MARABÁ;Belém;BL;50;50;0064/2016/DC/4600;2016-02-02;Contrato;2016-05-23;4740/054/2015;;PAMBA0PP002;PA;;;8000.00;2016-03-04;operação;ativado
SEP2000001;ITNET LTDA - ME;ITNET - NOSSA SENHORA DA GLÓRIA-BARUERI;;P2;1000;0;0177/2016/DC/4600;2016-03-14;Contrato;2016-01-01;;;SENHG0PP001;SE;SPBRE0PM002;SP;11000.00;2016-06-29;instalação;pend. cliente
SEP2000002;ITNET LTDA - ME;ITNET - NOSSA SENHORA DO SOCORRO-BARUERI;;P2;2000;0;0178/2016/DC/4600;2016-03-14;Contrato;2016-01-01;;;SENRO0PP001;SE;SPBRE0PM002;SP;22000.00;2016-05-23;instalação;pend. cliente
TOBL000027;J DA L MORAES TELECOMUNICAÇÕES - ME;J DA L MORAES;;BL;100;0;OS -   01621/2015/DC/4740;2015-03-31;Contrato;2016-01-01;;;TOARN0PP001;TO;;;12546.00;2016-01-01;cancelado;cancelado
SPBL000006;J. & R. NETWORK PROVEDOR DE INTERNET LTDA. - ME;J. & R. NETWORK;;BL;100;0;;2015-02-13;Contrato;2016-01-01;;;SPBRS0TR001;SP;;;7503.00;2016-01-01;cancelado;cancelado
TOBL000048;JC TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA - EPP - FILIAL;JC TELECOM;Brasília;BL;2000;2000;01918/2015/DC/4600;2015-10-02;Contrato;2015-11-30;4730/027/2015;1;TOCGO0PP001;TO;;;94840.00;2016-01-01;operação;trânsito
TOBL000006;JC TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA - EPP - MATRIZ;JC INFORMATICA;;BL;300;0;064/2012/DC/4600;2012-07-26;Contrato;2012-09-18;;;TOCGO0PP001;TO;TOBDTCTR001;TO;28000.00;2016-01-01;desativado;desativado
DFBL000023;JOAO JOSE ALVES BATISTA - ME;JOAO JOSE ALVES BATISTA;;BL;100;0;;2016-04-26;Oportunidade;2016-01-01;;;;DF;;;11000.00;2016-05-20;instalação;pend. cliente
RSBL000007;JOSÉ EDUARDO MACHADO DA VEIGA E CIA LTDA;JOSÉ EDUARDO;;BL;1000;300;01991/20158/4600;2015-11-20;Contrato;2016-03-17;;;;RS;;;0.00;2015-12-24;operação;ativado
GOBL000009;JR NET INFORMÁTICA LTDA - ME;JR NET INFORMATICA;N/A;BL;100;0;058/2012/DC/4600;2012-06-26;Contrato;2012-09-01;;;GOIUB0TR001;GO;GOIUB0TR001;GO;8500.00;2016-01-01;bloqueado;bloqueado
TOBL000052;JR NET INFORMÁTICA LTDA - ME;JR NET INFORMATICA;N/A;BL;50;0;0544/2016/DC/4600;2016-06-16;Contrato;2016-01-01;;;;TO;TOTNS0TR001;TO;4700.00;2016-08-15;instalação;pend. implantação
PIBL000002;JUÇARA MARIA SILVA CARVALHO - ME;ESPERANTINA NET;;BL;10;0;01793/2015/DC/4600;2015-07-20;Contrato;2016-01-01;;;;PI;;;6250.00;2015-08-19;cancelado;cancelado
MTTX000010;JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.;JUNTO TELECOM - CBA-BSA;Brasília;TX;10000;0;0102/2016/DC/4600;2016-01-01;Contrato;2016-01-01;4730/005/2016;;MTCBA0PP001;MT;DFBSA0PP001;DF;180000.00;2016-01-01;instalação;pend. cliente
PAL2000011;JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.;JUNTO TELECOM - BLM-SRM;Brasília;L2;5000;0;0554/2016/DC/4600;2016-06-23;Contrato;2016-01-01;4730/004/2016;;PABLM0PP001;PA;PASRM0PP002;PA;95000.00;2016-01-01;instalação;pend. implantação
PATX000014;JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.;JUNTO TELECOM - BLM-BSA;Brasília;TX;10000;10000;0101/2016/DC/4600;2016-04-01;Contrato;2016-04-28;4730/006/2016;;PABLM0PP001;PA;DFBSA0PP001;DF;180000.00;2016-01-01;operação;ativado
PATX000015;JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.;JUNTO TELECOM - BLM-FLA;Brasília;TX;10000;0;0103/201/DC/4600;2016-02-05;Contrato;2016-01-01;4730/007/2016;;PABLM0PP001;PA;CEMCW0PP001;CE;180000.00;2016-01-01;instalação;pend. implantação
MABL000010;JÚPITER TELECOMUNICAÇÕES E INFORMÁTICA  LTDA;JÚPITER INFORMÁTICA;;BL;500;400;0518/2012/DC/4600;2013-05-31;Contrato;2013-08-14;;;MAITZ0PP001;MA;MAITZ0PP001;MA;47345.00;2016-01-01;operação;mudança de configuração
TOBL000037;K S FERREIRA - ME;K S FERREIRA;Brasília;BL;170;110;01506/2015/DC/4600;2015-01-29;Contrato;2015-02-12;4730/003/2015;4;TOARN0TR001;TO;TOARN0TR001;TO;12750.00;2016-01-01;operação;trânsito
MABL000004;KARINE NEVES COELHO;NIPPONTEC;;BL;140;70;039/2012/DC/4600;2012-03-13;Contrato;2013-01-28;;;MAGJU0PP001;MA;MAGJU0TC002;MA;8400.00;2016-01-01;operação;downgrade
TOBL000044;L A P GAITKOSKI;L A P GAITKOSKI  (CONEXOES.NET);Brasília;BL;50;50;01833/2015/DC/4600;2015-08-18;Contrato;2015-09-30;4730/022/2015;;TONRL0TR001;TO;;;4686.00;2016-01-01;operação;upgrade
MABL000035;L. BATISTA E SOUSA EIRELI - ME;L. BATISTA - PERITORÓ;;BL;400;400;01921/2015/DC/4600;2015-10-06;Contrato;2015-10-27;;;MAPERIPP001;MA;;;20604.00;2015-11-04;operação;alteração para AS
MABL000044;L. BATISTA E SOUSA EIRELI - ME;L. BATISTA - PRESIDENTE DUTRA;;BL;600;600;0098/2016/DC/4600;2016-02-05;Contrato;2016-03-08;;;MAPDU0PP001;MA;;;30570.00;2016-03-09;operação;trânsito
GOBL000033;L.C. DE CARVALHO CARNEIRO;LC DE CARVALHO CARNEIRO;Brasília;BL;100;100;01927/2015/DC/4600;2015-10-06;Contrato;2015-11-27;4730/031/2015;;GOSNU0PP001;GO;;;8200.00;2016-01-01;operação;alteração para AS
RSBL000009;L.V. DOS SANTOS - INFORMATICA - ME;L.V. DOS SANTOS - INFORMATICA;Porto Alegre;BL;100;100;0001/2016/DC/4600;2016-01-04;Contrato;2016-03-08;;;RSCSL0TR001;RS;;;4000.00;2016-01-29;operação;upgrade
RSBL000021;L.V. DOS SANTOS - INFORMATICA - ME;L.V. DOS SANTOS - INFORMATICA - FARROUPILHA;Porto Alegre;BL;100;100;0453/2016/DC/4600;2016-06-01;Contrato;2016-06-21;4770/035/2016;;RSFRL0TR001;RS;;;4000.00;2016-07-17;operação;ativado
MGBL000005;LAGOS NET INTERNET BANDA LARGA LTDA;LAGOS NET;;BL;10;10;01261/2014/DC/4600;2012-10-23;Contrato;2012-12-10;;;MGSJBATR001;MG;MGSJBATR001;MG;745.20;2016-01-01;operação;downgrade
MGP2000001;LAGOS NET INTERNET BANDA LARGA LTDA;LAGOS NET - PIMENTA-BARUERI;;P2;300;300;02024/2015/DC/4600;2015-12-02;Contrato;2016-01-27;;;MGPMN0PP001;MG;SPBRE0PM002;SP;5125.95;2015-12-14;operação;mudança de configuração
MGP2000002;LAGOS NET INTERNET BANDA LARGA LTDA;LAGOS NET - SÃO JOSÉ DA BARRA-BARUERI;;P2;600;600;01914/2015/DC/4600;2015-09-30;Contrato;2016-01-15;;;MGSJBATR001;MG;SPBRE0PM002;SP;18734.76;2015-12-08;operação;mudança de configuração
RSBL000013;LAN SOLUTIONS INFORMATICA LTDA-ME;LAN SOLUTIONS;;BL;50;0;0110/2016/DC/4600;2016-02-03;Contrato;2016-01-01;4770/004/2016;;RSGTI0PP001;RS;;;3250.00;2016-01-01;instalação;em ativação
GOBL000038;LG CONSULTORIA EM ADMINISTRAÇÃO E TECNOLOGIA LTDA;LG CONSULTORIA;;BL;20;0;0086/2016/DC/4600;2016-01-28;Contrato;2016-01-01;;;;GO;;;2130.80;2016-04-15;cancelado;cancelado
DFBL000001;LG Provedor e Soluções em Informatica Ltda;PHNET;;BL;12;0;92689153;2011-11-28;Contrato;2011-09-19;;;DFBSA0PP002;DF;DFBSA0PP002;DF;0.00;2016-01-01;desativado;desativado
DFBL000006;LG Provedor e Soluções em Informatica Ltda;LG PHNET/VS LINK TAGUATINGA;;BL;0;0;023/2011/DC/4600;2016-01-01;Contrato;2012-06-21;;;DFBSA0PP001;DF;DFBSA0PP001;DF;0.00;2016-01-01;desativado;desativado
GOBL000011;LIGO TELECOMUNICAÇÕES LTDA;LIGO TELECOM;Brasília;BL;180;180;066/2012/DC/4600;2012-06-04;Contrato;2012-10-10;4500/035/2013;1;GOIUB0TR001;GO;GOIUB0TC007;GO;17148.00;2016-01-01;operação;mudança de configuração
GOBL000041;LIMA & CARVALHO;LIMA & CARVALHO;Brasília;BL;100;0;0447/2016/DC/4600;2016-05-31;Contrato;2016-01-01;4730/015/2016;;GOSNU0PP001;GO;;;9175.46;2016-01-01;instalação;pend. cliente
PAAC000006;LINHAS DO XINGU TRANSMISSORA DE ENERGIA;LINHAS DO XINGU;;AC;10;10;01271/2014/DC/4600;2014-09-08;Contrato;2014-11-04;;;PATUU0PP003;PA;;;1316.80;2016-01-01;operação;desbloqueado
DFBL000007;LOGTEL TELECOM E INFORMATICA LTDA;LOGTEL;;BL;0;0;;2016-01-01;Contrato;2012-03-06;;;DFBSA0PP005;DF;DFBSA0PP005;DF;0.00;2016-01-01;desativado;desativado
TOBL000032;LUCARONI TELECOM LTDA;LUCARONI TELECOM;Brasília;BL;100;0;01011/2014/DC/4600;2014-05-12;Contrato;2014-07-18;;;TOPMJ0TR001;TO;PABLM0TC004;PA;11000.00;2016-01-01;desativado;desativado
TOBL000040;LUCARONI TELECOM LTDA;LUCARONI TELECOM;Brasília;BL;300;300;1755/2015/4600;2015-07-01;Contrato;2015-07-08;4730/017/2015;2;TOPMJ0TR001;TO;TOPMJ0TR001;TO;20964.00;2016-01-01;operação;upgrade
TOBL000053;M S DUARTE - ME;M S DUARTE;Brasília;BL;30;0;0333/2016/DC/4600;2016-04-22;Contrato;2016-01-01;4730/012/2016;;TOPMJ0TR001;TO;;;3202.22;2016-01-01;cancelado;cancelado
MGBL000007;MAP PIUMHI LTDA - ME;MAP PIUMHI;;BL;300;300;0133/2012/DC/4600;2012-09-05;Contrato;2012-11-23;;;MGSJBATR001;MG;MGSJBATR001;MG;19131.00;2016-01-01;operação;trânsito
MGP2000003;MAP PIUMHI LTDA - ME;MAP PIUMHI - PIMENTA-BARUERI;;P2;200;0;0038/2016/DC/4600;2016-01-18;Contrato;2016-01-01;4760/014/2015;;MGPMN0PP001;MG;;;4361.11;2016-04-25;instalação;pend. implantação
MGBL000001;MASTER DATA TELECOMUNICACOES LTDA - ME;MASTER DATA;;BL;150;150;00032/2012/DC/4600;2012-01-31;Contrato;2012-04-26;;;MGPRT0PP001;MG;MGPRT0TR002;MG;12175.50;2016-01-01;operação;upgrade
TOBL000007;MASTER ONLINE PROVEDOR SCM LTDA - ME;MASTER ONLINE - PoP ARAGUAÍNA;Brasília;BL;110;0;065/2012/DC/4600;2012-06-01;Contrato;2012-09-18;;;TOARN0PP001;TO;;;11000.00;2016-01-01;desativado;desativado
TOBL000045;MASTER ONLINE PROVEDOR SCM LTDA - ME;MASTER ONLINE - ETR ARAGUAÍNA 1;Brasília;BL;100;0;1847/2015/DC/4600;2015-08-24;Contrato;2016-01-01;;;;TO;TOARN0TR001;TO;7500.00;2015-09-17;cancelado;cancelado
TOBL000047;MASTER ONLINE PROVEDOR SCM LTDA - ME;MASTER ONLINE - ETR ARAGUAÍNA 2;Brasília;BL;300;300;01910/2015/Dc/4600;2015-09-29;Contrato;2015-11-12;4730/030/2015;1;TOARN0TR001;TO;;;19499.73;2016-01-01;operação;trânsito
BABL000002;MAX TELECOMUNICAÇÕES LTDA;MAXIMIDIA;N/A;BL;1000;1000;01878/2015/DC/4600;2015-09-14;Contrato;2015-11-16;;;;BA;;;0.00;2015-10-16;operação;mudança de configuração
MGP2000004;MAXIS TELECOMUNICAÇÕES LTDA;MAXIS TELECOM - PIMENTA-BARUERI;;P2;500;0;0138/2016/DC/4600;2016-02-24;Contrato;2016-01-01;;;MGPMN0PP001;MG;SPBRE0PM002;SP;8200.00;2016-04-25;instalação;pend. cliente
MGP2000007;MAXIS TELECOMUNICAÇÕES LTDA;MAXIS TELECOM - MUZAMBINHO-BARUERI;;P2;700;0;0159/2016/DC/4600;2016-03-02;Contrato;2016-01-01;;;MGMUZ0PP001;MG;SPBRE0PM002;SP;11085.29;2016-06-20;instalação;pend. implantação
RJBL000002;MAXIS TELECOMUNICAÇÕES LTDA - ME;MAXIS TELECOMUNICAÇÕES;Rio de Janeiro;BL;30;0;0524/2016/DC/4600;2016-06-13;Contrato;2016-01-01;4760/008/2016;;RJRSD0TR001;RJ;;;1665.07;2016-06-29;instalação;pend. implantação
ESBL000007;MD CONNECT TELECOMUNICAÇÕES LTDA - ME;MD CONNECT;;BL;100;0;0140/2016/DC/4600;2016-02-24;Contrato;2016-01-01;;;;ES;ESIEM0PP001;ES;3850.00;2016-04-25;cancelado;cancelado
CEBL000005;MEGABYTE PROVEDOR INTERNET LTDA;MEGABYTE;;BL;500;500;0901/2014/DC/4600;2014-02-25;Contrato;2014-04-17;;;CESOL0PP001;CE;;;22500.00;2016-01-01;operação;upgrade
PECI000001;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - CAJUEIRO SECO-CABO STO.AGOSTINHO 1;;CI;0;0;01407/2014/DC/4600;2014-12-05;Contrato;2015-04-13;;;PEJBO0CX009;PE;PECBO0CX003;PE;0.00;2016-01-01;operação;ativado
PECI000002;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - CAJUEIRO SECO-CABO STO.AGOSTINHO 2;;CI;0;0;01408/2014/DC/4600;2014-12-05;Contrato;2015-04-13;;;PEJBO0CX001;PE;PECBO0CX003;PE;0.00;2016-01-01;operação;ativado
PECI000003;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - CAJUEIRO SECO-CABO STO.AGOSTINHO 3;;CI;0;0;01409/2014/DC/4600;2014-12-05;Contrato;2015-04-13;;;PEJBO0CX001;PE;PECBO0CX003;PE;0.00;2016-01-01;operação;ativado
PECI000004;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - CAJUEIRO SECO-CABO STO.AGOSTINHO 4;;CI;0;0;01410/2014/DC/4600;2014-12-05;Contrato;2015-04-13;;;PEJBO0CX001;PE;PECBO0CX003;PE;0.00;2016-01-01;operação;ativado
PECI000005;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - CAJUEIRO SECO-CABO STO.AGOSTINHO 5;;CI;0;0;01411/2014/DC/4600;2014-12-05;Contrato;2015-04-13;;;PEJBO0CX001;PE;PECBO0CX003;PE;0.00;2016-01-01;operação;ativado
PECI000006;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - CENTRAL RECIFE-CAJUEIRO SECO 1;;CI;0;0;01421/2014/DC/4600;2014-12-05;Contrato;2015-04-09;;;PERCE0CM010;PE;PEJBO0CX001;PE;0.00;2016-01-01;operação;ativado
PECI000007;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - CENTRAL RECIFE-CAJUEIRO SECO 2;;CI;0;0;01422/2014/DC/4600;2014-12-05;Contrato;2015-04-09;;;PERCE0PM006;PE;PERCE0PM005;PE;0.00;2016-01-01;operação;ativado
PECI000008;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - CAMARAGIBE-COQUEIRAL 1;;CI;0;0;01423/2014/DC/4600;2014-12-05;Contrato;2016-01-01;;;;PE;;;0.00;2015-01-15;instalação;pend. implantação
